Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,23122025,1678365576,0003123
Trade Date <23-DEC-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,32,32,100.00
20,2,1015ECL29,NR,1035,1026,99.13
20,3,1015UCL26,N1,66,66,100.00
20,4,1015UCL27,NF,12,12,100.00
20,5,1018GS2026,GS,151,141,93.38
20,6,1025SCL34A,ZT,79,79,100.00
20,7,1035UCL26,NA,9,9,100.00
20,8,1039UCL26,NE,1,1,100.00
20,9,1040NFL26,NA,261,211,80.84
20,10,1040UCL27B,N1,61,59,96.72
20,11,1050ISFL28,N5,669,669,100.00
20,12,1050NFL26,N7,49,49,100.00
20,13,1050UCL28,NH,365,360,98.63
20,14,1060ECL29,NS,479,479,100.00
20,15,1065NFL27,NC,196,196,100.00
20,16,1075SCL33A,N2,32,32,100.00
20,17,1075SCL34,ZR,134,134,100.00
20,18,1075WCA28,N0,9,9,100.00
20,19,1090NFL26,NB,1,1,100.00
20,20,10IIFL28,N4,551,551,100.00
20,21,10IIFL28A,NE,522,522,100.00
20,22,10ISFL26,N3,100,100,100.00
20,23,10NIDO26,N6,132,132,100.00
20,24,10UCL26,ND,89,89,100.00
20,25,1102NFL26,N8,39,39,100.00
20,26,118VCCL27B,N0,15,15,100.00
20,27,119VCCL26,N0,26,26,100.00
20,28,12AFIL27A,N0,2,2,100.00
20,29,12AFIL28,N0,25,25,100.00
20,30,182D050226,TB,200,100,50.00
20,31,182D080126,TB,200,100,50.00
20,32,182D080526,TB,200,100,50.00
20,33,182D120226,TB,600,300,50.00
20,34,182D180626,TB,100,100,100.00
20,35,182D280526,TB,400,200,50.00
20,36,20MICRONS,EQ,75764,42439,56.01
20,37,21STCENMGM,EQ,10603,10154,95.77
20,38,360ONE,EQ,473322,210417,44.46
20,39,364D120226,TB,1600,1600,100.00
20,40,3IINFOLTD,EQ,325500,226848,69.69
20,41,3MINDIA,EQ,2339,1043,44.59
20,42,3PLAND,EQ,8672,5695,65.67
20,43,577GS2030,GS,4,0,0.00
20,44,579GS2030,GS,750,750,100.00
20,45,5PAISA,EQ,30219,14137,46.78
20,46,601GS2030,GS,1841,1824,99.08
20,47,610GS2031,GS,14,7,50.00
20,48,613GS2028,GS,112,112,100.00
20,49,628GS2032,GS,300,300,100.00
20,50,633GS2035,GS,5603,5603,100.00
20,51,63MOONS,EQ,50718,22642,44.64
20,52,648GS2035,GS,1370,1370,100.00
20,53,664GS2027,GS,1,1,100.00
20,54,667GS2050,GS,3378,3348,99.11
20,55,668GS2040,GS,305,305,100.00
20,56,675GS2029,GS,2107,2009,95.35
20,57,676GS2061,GS,1,1,100.00
20,58,679GS2031,GS,100,100,100.00
20,59,679GS2034A,GS,446,446,100.00
20,60,68GS2060,GS,2961,2961,100.00
20,61,690GS2065,GS,42783,30090,70.33
20,62,692GS2039,GS,5500,5500,100.00
20,63,695GS2061,GS,46733,44433,95.08
20,64,697GR2034,GS,100,100,100.00
20,65,699GS2051,GS,12648,10000,79.06
20,66,702GS2027,GS,1386,693,50.00
20,67,706GS2028,GS,1500,1500,100.00
20,68,706GS2046,GS,973,973,100.00
20,69,709GS2054,GS,13,11,84.62
20,70,709GS2074,GS,2082032,2049932,98.46
20,71,710GS2029,GS,10001,10001,100.00
20,72,717GS2028,GS,2014,2014,100.00
20,73,717GS2030,GS,4750,4750,100.00
20,74,718GS2033,GS,1200,1200,100.00
20,75,718GS2037,GS,1502,1502,100.00
20,76,71MH33,SG,200,200,100.00
20,77,724GS2055,GS,74732,74732,100.00
20,78,725GS2063,GS,122064,121864,99.84
20,79,726GS2032,GS,9301,9301,100.00
20,80,727GS2026,GS,2000,2000,100.00
20,81,729IRFC26,NN,637,437,68.60
20,82,729NHAI26,NC,9,9,100.00
20,83,732GS2030,GS,200,200,100.00
20,84,733GS2026,GS,600,600,100.00
20,85,734GS2064,GS,23415,23415,100.00
20,86,734IRFC28,N4,10,10,100.00
20,87,735NHAI31,N9,16,16,100.00
20,88,736PFCL28,N2,379,379,100.00
20,89,737GS2028,GS,800,800,100.00
20,90,738GS2027,GS,60323,60323,100.00
20,91,739NHAI26,N8,240,240,100.00
20,92,739NHAI31A,ND,50,50,100.00
20,93,73GS2053,GS,10768,10768,100.00
20,94,740IIFCL33,N1,410,410,100.00
20,95,741GS2036,GS,10913,10913,100.00
20,96,743REC35,NH,2,2,100.00
20,97,746GS2073,GS,12894,12393,96.11
20,98,74GS2062,GS,3652,3652,100.00
20,99,751HUDCO28,N5,2355,2355,100.00
20,100,753IRFC30,NJ,414,414,100.00
20,101,753NTPC30E,NC,4,2,50.00
20,102,754GS2036,GS,865048,859525,99.36
20,103,759TS37,SG,100,100,100.00
20,104,762NTPC35F,ND,11,10,90.91
20,105,764HUDCO31,N8,1,1,100.00
20,106,764IRFC31,NO,1830,1300,71.04
20,107,764NABAR31,N2,20,19,95.00
20,108,769HUDCO31,N9,711,672,94.51
20,109,769NHAI31,NE,866,866,100.00
20,110,76NHAI31,NA,1423,1412,99.23
20,111,771KL43,SG,100,100,100.00
20,112,772GS2055,GS,10,10,100.00
20,113,774IREDA31,N7,108,107,99.07
20,114,79NHIT35,N1,899,899,100.00
20,115,79NHIT40,N2,95,95,100.00
20,116,79NHIT47,N3,121,121,100.00
20,117,805ABCL28,N5,10,10,100.00
20,118,810IRFC27,N2,800,400,50.00
20,119,812REC27,NI,50,50,100.00
20,120,813GS2045,GS,1,1,100.00
20,121,82HUDCO27,N2,400,400,100.00
20,122,82IGT31,NJ,101,101,100.00
20,123,830CIFC26,N2,45,45,100.00
20,124,830NHAI27,N2,974,945,97.02
20,125,842IIFL26,NL,1632,1632,100.00
20,126,843IHFL29,NC,230,230,100.00
20,127,84TCHF28,NA,212,200,94.34
20,128,85CIFC27,NL,32,32,100.00
20,129,865IFL28,NZ,300,300,100.00
20,130,865IRFC29,NA,138,138,100.00
20,131,865LTF26,NN,5,5,100.00
20,132,865SCL26,N8,25,25,100.00
20,133,865TCAPS27,N8,1,1,100.00
20,134,871REC28,N9,1190,755,63.45
20,135,875IIFL26,NM,10,10,100.00
20,136,875NHAI29,N6,683,638,93.41
20,137,875SFL27,ZF,50,50,100.00
20,138,876HUDCO28,ND,458,458,100.00
20,139,87LTF27,NH,90,70,77.78
20,140,880IREDA34,N6,110,110,100.00
20,141,883GS2041,GS,328,328,100.00
20,142,885AEL28,NB,12,12,100.00
20,143,885SCL26,N9,200,200,100.00
20,144,888ECL28,N1,10,10,100.00
20,145,888IRFC29,NE,11,10,90.91
20,146,888REC29,NF,505,505,100.00
20,147,891NTPC33,N6,1336,999,74.78
20,148,892PFCL33,N8,500,500,100.00
20,149,893NHB29,N6,40,40,100.00
20,150,895AEL27,N9,8,8,100.00
20,151,897GS2030,GS,100,100,100.00
20,152,897MOFSL29,N4,451,451,100.00
20,153,898LTF29,N7,4,4,100.00
20,154,8SMC29,N1,10,9,90.00
20,155,8SMC30,N2,2,2,100.00
20,156,901HUDCO34,NE,147,97,65.99
20,157,901NHB34,N6,140,70,50.00
20,158,903SFL28,YI,712,442,62.08
20,159,910TCAP28,NA,364,364,100.00
20,160,915AEL28,NC,301,300,99.67
20,161,915APSBC32,N0,10,10,100.00
20,162,915APSBC33,N0,5,5,100.00
20,163,915APSBC35,N0,7,7,100.00
20,164,915SCL26,NE,103,103,100.00
20,165,91D020126,TB,100,100,100.00
20,166,91D080126,TB,100,100,100.00
20,167,91D120326,TB,100,100,100.00
20,168,91D190326,TB,600,400,66.67
20,169,91D230126,TB,900,900,100.00
20,170,91D260226,TB,500,400,80.00
20,171,920IIFLS26,N8,1,1,100.00
20,172,920PFL28,N2,51,51,100.00
20,173,925ECL28,N2,500,500,100.00
20,174,925IHFL25E,N8,9,9,100.00
20,175,925SCL29A,ZM,10,10,100.00
20,176,925SCL30,NF,200,200,100.00
20,177,925SCL30A,NH,8,8,100.00
20,178,92GS2030,GS,1695,1695,100.00
20,179,930AEL30,NF,196,179,91.33
20,180,930APMD27,N0,1,1,100.00
20,181,930APMD28,N0,10,10,100.00
20,182,930APMD32,N0,3,3,100.00
20,183,930APMD33,N0,2,2,100.00
20,184,930APMD35,N0,1,1,100.00
20,185,930SFL28,YP,7,7,100.00
20,186,931SFL26,Z5,30,30,100.00
20,187,932AEL27,N3,100,100,100.00
20,188,935IIFL28,NZ,69,69,100.00
20,189,935LTF29,N5,1040,1040,100.00
20,190,935MOFSL29,N5,45,45,100.00
20,191,935PFL33,N3,20,20,100.00
20,192,935TSI29,N0,4,4,100.00
20,193,935TSI31,N0,5,5,100.00
20,194,93MOFSL34,N6,12,12,100.00
20,195,94SFL28,YL,70,70,100.00
20,196,950ISF27C,N0,19,19,100.00
20,197,955SCL35,NO,100,100,100.00
20,198,956AEL29,N6,200,200,100.00
20,199,957IIFLS27,NA,60,60,100.00
20,200,965AEL27,N4,309,309,100.00
20,201,965SCL25C,N0,12,12,100.00
20,202,965SCL25F,NZ,6,6,100.00
20,203,96IIFL28,N5,1462,1449,99.11
20,204,96IIFL28A,NF,1490,1456,97.72
20,205,971SCL28A,NT,10,10,100.00
20,206,975IIFL28,Y0,100,100,100.00
20,207,97SFL26,Z9,3,3,100.00
20,208,97SFL28,YS,115,90,78.26
20,209,97SFL29,YZ,105,105,100.00
20,210,985ECL28,NK,90,90,100.00
20,211,990SCL26A,NL,1,1,100.00
20,212,990SCL28,N1,10,10,100.00
20,213,995SCL2035,NM,20,20,100.00
20,214,99AEL29,N7,200,200,100.00
20,215,9IIFL28,Y0,30,30,100.00
20,216,9IIFL28A,NT,292,154,52.74
20,217,9MMFSML,N2,600,600,100.00
20,218,9PCHFL31A,NA,101,101,100.00
20,219,9SCL26BA,NA,60,60,100.00
20,220,9SCL27,N2,40,20,50.00
20,221,A2ZINFRA,EQ,451116,339757,75.31
20,222,AADHARHFC,EQ,170867,107026,62.64
20,223,AAKAAR,SM,3200,3200,100.00
20,224,AAKASH,EQ,281051,160002,56.93
20,225,AARADHYA,ST,3600,3600,100.00
20,226,AAREYDRUGS,EQ,292339,138931,47.52
20,227,AARON,EQ,10348,4979,48.12
20,228,AARTECH,EQ,10366,6532,63.01
20,229,AARTIDRUGS,EQ,578886,229457,39.64
20,230,AARTIIND,EQ,1862889,600816,32.25
20,231,AARTIPHARM,EQ,97389,54754,56.22
20,232,AARTISURF,EQ,9907,6873,69.38
20,233,AARVI,EQ,11910,7166,60.17
20,234,AATMAJ,SM,22000,22000,100.00
20,235,AAVAS,EQ,293162,200766,68.48
