Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,27102025,1837838619,0003059
Trade Date <27-OCT-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003IIFL29,NC,650,650,100.00
20,2,1003ISFL28,N4,105,105,100.00
20,3,1003SCL30A,NV,707,707,100.00
20,4,1015ECL29,NR,85,85,100.00
20,5,1015SCFL29,YY,10000,10000,100.00
20,6,1015UCL27,NF,152,152,100.00
20,7,1018GS2026,GS,2647,2637,99.62
20,8,1025SCL34A,ZT,10,10,100.00
20,9,1025SCL34Z,N1,574,574,100.00
20,10,1025UCL26A,N1,274,274,100.00
20,11,1030SFIL26,NJ,163,163,100.00
20,12,1040UCL27B,N1,2,2,100.00
20,13,1050IIFL29,ND,1,1,100.00
20,14,1050ISFL28,N5,211,209,99.05
20,15,1050SCL31,ZP,1,1,100.00
20,16,105UCL2026,NB,12,12,100.00
20,17,1065NFL27,NC,130,130,100.00
20,18,10CAGL27,N5,5,5,100.00
20,19,10IFSL26,N7,50,50,100.00
20,20,10IIFL28,N4,1350,1250,92.59
20,21,10IIFL28A,NE,440,440,100.00
20,22,10IIFL29,N6,2,2,100.00
20,23,10NIDO26,N6,1006,886,88.07
20,24,10UCL26,ND,121,121,100.00
20,25,1102NFL26,N8,100,100,100.00
20,26,118VCCL27B,N0,2,2,100.00
20,27,119VCCL26,N0,2,2,100.00
20,28,11UCL26,NC,8,8,100.00
20,29,12AFIL27,N0,2,2,100.00
20,30,12AFIL28,N0,3,3,100.00
20,31,12VCCL27A,N0,1,1,100.00
20,32,12VCCL29B,N0,8,5,62.50
20,33,182D181225,TB,500,500,100.00
20,34,182D240426,TB,200,100,50.00
20,35,20MICRONS,EQ,64341,34104,53.01
20,36,21STCENMGM,EQ,5221,4749,90.96
20,37,360ONE,EQ,607697,382331,62.91
20,38,364D131125,TB,15000,15000,100.00
20,39,364D150126,TB,100,100,100.00
20,40,364D181225,TB,30000,30000,100.00
20,41,364D211125,TB,15000,15000,100.00
20,42,364D240426,TB,1800,1800,100.00
20,43,364D261225,TB,31000,30000,96.77
20,44,364D301025,TB,145000,145000,100.00
20,45,3IINFOLTD,EQ,671001,375856,56.01
20,46,3MINDIA,EQ,4273,3074,71.94
20,47,3PLAND,EQ,15159,11445,75.50
20,48,574GS2026,GS,16,16,100.00
20,49,591GS2028,GS,300,300,100.00
20,50,5PAISA,EQ,47142,19355,41.06
20,51,601GS2030,GS,400,200,50.00
20,52,610GS2031,GS,3,3,100.00
20,53,619GS2034,GS,190,190,100.00
20,54,622GS2035,GS,93,93,100.00
20,55,633GS2035,GS,100,100,100.00
20,56,63MOONS,EQ,93246,47728,51.19
20,57,664GS2027,GS,100,100,100.00
20,58,667GS2050,GS,1200,1200,100.00
20,59,668GS2040,GS,200,200,100.00
20,60,672MH38,SG,100,100,100.00
20,61,676GS2061,GS,21025,20825,99.05
20,62,679GS2031,GS,1047,1047,100.00
20,63,679GS2034A,GS,1500,1000,66.67
20,64,68GS2060,GS,1064,1064,100.00
20,65,690GS2065,GS,18979,16762,88.32
20,66,695GS2061,GS,1,1,100.00
20,67,695TN31A,SG,400,400,100.00
20,68,698GR2054,GS,400,400,100.00
20,69,699GS2026,GS,2411,2311,95.85
20,70,699GS2051,GS,3501,3501,100.00
20,71,702GS2027,GS,2317,2317,100.00
20,72,702GS2031,GS,100,100,100.00
20,73,704GS2029,GS,1200,1200,100.00
20,74,704IRFC28,N6,25,25,100.00
20,75,706GS2028,GS,2700,2700,100.00
20,76,709GS2054,GS,52643,52643,100.00
20,77,709GS2074,GS,17092,17092,100.00
20,78,710GS2029,GS,5297,5297,100.00
20,79,716GS2050,GS,2000,2000,100.00
20,80,717GS2030,GS,1525,575,37.70
20,81,718GS2037,GS,19497,19496,99.99
20,82,71GS2034,GS,100,100,100.00
20,83,724GS2055,GS,104,100,96.15
20,84,725GS2063,GS,473812,473811,100.00
20,85,726GS2032,GS,840,840,100.00
20,86,729IRFC26,NN,50,50,100.00
20,87,732GS2030,GS,100,100,100.00
20,88,732IRFC25,NI,1415,1415,100.00
20,89,733GS2026,GS,250,250,100.00
