Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,12052025,1776903345,0002776
Trade Date <12-MAY-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,20,0,0.00
20,2,0MOFSL27,N3,370,370,100.00
20,3,0SCL26,YR,10,10,100.00
20,4,1003ISFL28,N4,190,190,100.00
20,5,1015ECL29,NR,1048,1046,99.81
20,6,1015SCL28B,AZ,10,10,100.00
20,7,1015SCL29T,N1,1852,1061,57.29
20,8,1015UCL26,N1,4,4,100.00
20,9,1018GS2026,GS,3783,2759,72.93
20,10,1025NFL25,N5,100,100,100.00
20,11,1025UCL26A,N1,2,2,100.00
20,12,1050UCL28,NH,14,10,71.43
20,13,105IIFL29,N7,255,255,100.00
20,14,105UCL2026,NB,5,5,100.00
20,15,1065NFL27,NC,840,840,100.00
20,16,1075NFL25,N6,279,149,53.41
20,17,1075SCL33,YK,100,100,100.00
20,18,10CAGL27,N5,249,249,100.00
20,19,10IIFL28,N4,46,46,100.00
20,20,10IIFL28A,NE,401,401,100.00
20,21,10IIFL29,N6,401,370,92.27
20,22,10NFL25,N9,5,5,100.00
20,23,10NIDO26,N6,2861,1661,58.06
20,24,1102NFL26,N8,20,10,50.00
20,25,12VCCL29B,N0,15,15,100.00
20,26,182D021025,TB,100,100,100.00
20,27,182D030725,TB,200,100,50.00
20,28,182D101025,TB,200,100,50.00
20,29,182D110925,TB,4600,2300,50.00
20,30,182D150525,TB,15000,15000,100.00
20,31,182D231025,TB,200,200,100.00
20,32,182D290825,TB,3100,2100,67.74
20,33,20MICRONS,EQ,182533,85606,46.90
20,34,21STCENMGM,EQ,8116,8110,99.93
20,35,360ONE,EQ,1014955,519314,51.17
20,36,364D010126,TB,1200,1200,100.00
20,37,364D080126,TB,200,100,50.00
20,38,364D120625,TB,35000,35000,100.00
20,39,364D150525,TB,95300,95300,100.00
20,40,364D161025,TB,2600,2600,100.00
20,41,364D181225,TB,1800,1800,100.00
20,42,364D231025,TB,5000,5000,100.00
20,43,364D240725,TB,5900,5900,100.00
20,44,364D261225,TB,100,100,100.00
20,45,3IINFOLTD,EQ,533448,275656,51.67
20,46,3MINDIA,EQ,3290,1903,57.84
20,47,3PLAND,EQ,11684,5321,45.54
20,48,515GS2025,GS,196,98,50.00
20,49,563GS2026,GS,509,504,99.02
20,50,574GS2026,GS,4,4,100.00
20,51,5PAISA,EQ,42796,19189,44.84
20,52,63MOONS,EQ,117887,73248,62.13
20,53,654GS2032,GS,18100,18100,100.00
20,54,667GS2035,GS,1,1,100.00
20,55,675GS2029,GS,100,100,100.00
20,56,676GS2061,GS,3901,3900,99.97
20,57,679GS2034A,GS,800,700,87.50
20,58,68GS2060,GS,15018,7518,50.06
20,59,695GS2061,GS,12,4,33.33
20,60,699GS2026,GS,11736,11736,100.00
20,61,699GS2051,GS,102,101,99.02
20,62,702GS2027,GS,700,700,100.00
20,63,702GS2031,GS,201,200,99.50
20,64,704GS2029,GS,13260,13260,100.00
20,65,706GS2028,GS,2,2,100.00
20,66,707IRFC25,NF,1071,1000,93.37
20,67,709GS2054,GS,25100,25100,100.00
20,68,709GS2074,GS,100,100,100.00
20,69,710GS2029,GS,1047,1047,100.00
20,70,714NHAI26,N7,100,100,100.00
20,71,717GS2030,GS,320,125,39.06
20,72,718GS2033,GS,2500,2500,100.00
20,73,718GS2037,GS,27304,27100,99.25
20,74,71GS2034,GS,2952,2952,100.00
20,75,725GS2063,GS,4026,3846,95.53
20,76,726GS2033,GS,500,500,100.00
20,77,727GS2026,GS,57,55,96.49
20,78,729IRFC26,NN,100,100,100.00
20,79,732GS2030,GS,512,512,100.00
