Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,19112025,1607139220,0003042
Trade Date <19-NOV-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,413,413,100.00
20,2,1015ECL29,NR,370,350,94.59
20,3,1015SCL30,N1,501,501,100.00
20,4,1015UCL26,N1,954,777,81.45
20,5,1018GS2026,GS,423,423,100.00
20,6,1025SCL34,Z8,34,34,100.00
20,7,1025SCL34A,ZT,32,32,100.00
20,8,1025SCL35A,N1,15,15,100.00
20,9,1025UCL26A,N1,19,19,100.00
20,10,1025VCCL28,N0,1,1,100.00
20,11,1035UCL26,NA,29,29,100.00
20,12,1040NFL26,NA,10,10,100.00
20,13,1040UCL27B,N1,33,21,63.64
20,14,1050NFL26,N7,400,400,100.00
20,15,1050SCL31,ZP,190,75,39.47
20,16,1050UCL28,NH,200,200,100.00
20,17,105IIFL29,N7,105,105,100.00
20,18,105UCL2026,NB,46,46,100.00
20,19,1060ECL29,NS,140,140,100.00
20,20,1065NFL27,NC,215,167,77.67
20,21,1075SCL33A,N2,3,3,100.00
20,22,10IIFL28,N4,29,29,100.00
20,23,10IIFL28A,NE,2470,1828,74.01
20,24,10ISFL26,N3,231,231,100.00
20,25,10NIDO26,N6,418,400,95.69
20,26,10UCL26,ND,60,50,83.33
20,27,111ESFB31,N0,2,2,100.00
20,28,118VCCL27B,N0,19,19,100.00
20,29,12AFIL27A,N0,4,4,100.00
20,30,12AFIL28,N0,16,16,100.00
20,31,12VCCL27D,N0,2,2,100.00
20,32,12VCCL29B,N0,4,4,100.00
20,33,182D080126,TB,100,100,100.00
20,34,182D120326,TB,5000,5000,100.00
20,35,182D140526,TB,900,900,100.00
20,36,182D220126,TB,100,100,100.00
20,37,20MICRONS,EQ,37242,21053,56.53
20,38,21STCENMGM,EQ,8682,8119,93.52
20,39,360ONE,EQ,1078355,550004,51.00
20,40,364D061126,TB,3000,3000,100.00
20,41,364D100926,TB,700,700,100.00
20,42,364D271125,TB,100,100,100.00
20,43,3IINFOLTD,EQ,331798,203884,61.45
20,44,3MINDIA,EQ,3435,1853,53.94
20,45,3PLAND,EQ,3593,3239,90.15
20,46,574GS2026,GS,1,1,100.00
20,47,5PAISA,EQ,714488,194103,27.17
20,48,619GS2034,GS,84,42,50.00
20,49,633GS2035,GS,1765,1765,100.00
20,50,63MOONS,EQ,60605,37354,61.64
20,51,645GS2029,GS,2,2,100.00
20,52,648GS2035,GS,159,159,100.00
20,53,654GS2032,GS,2060,2060,100.00
20,54,664GS2027,GS,200,200,100.00
20,55,667GS2050,GS,3000,3000,100.00
20,56,668GS2040,GS,200,200,100.00
20,57,676GS2061,GS,8,8,100.00
20,58,679GS2034A,GS,100,100,100.00
20,59,68GS2060,GS,404,329,81.44
20,60,690GS2065,GS,164945,164945,100.00
20,61,695GS2061,GS,39472,39472,100.00
20,62,699GS2051,GS,20008,20004,99.98
20,63,702GS2027,GS,1440,1440,100.00
20,64,706GS2028,GS,1219,1219,100.00
20,65,709GS2054,GS,9946,9946,100.00
20,66,709GS2074,GS,234612,233980,99.73
20,67,710GS2029,GS,15440,15440,100.00
20,68,717GS2030,GS,8900,8900,100.00
20,69,718GS2033,GS,100,100,100.00
20,70,718GS2037,GS,1,1,100.00
20,71,719GS2060,GS,350,350,100.00
20,72,71GS2034,GS,1200,1200,100.00
20,73,724GS2055,GS,233,233,100.00
20,74,725GS2063,GS,424221,424221,100.00
20,75,725IRFC35,NH,375,200,53.33
20,76,726GS2029,GS,492,492,100.00
20,77,726GS2032,GS,954,480,50.31
20,78,729IRFC26,NN,40,40,100.00
20,79,729NHAI26,NC,135,135,100.00
20,80,732GS2030,GS,410,410,100.00
20,81,732IRFC25,NI,60,60,100.00
20,82,733GS2026,GS,1600,1600,100.00
20,83,734GS2064,GS,37384,37284,99.73
20,84,734IRFC28,N4,219,219,100.00
20,85,735IRFC31,NM,10,10,100.00
20,86,737GS2028,GS,10588,10588,100.00
20,87,738GS2027,GS,209853,209853,100.00
20,88,738REC27TF,N2,35073,29675,84.61
20,89,739NHAI26,N8,521,521,100.00
20,90,73GS2053,GS,1100,1100,100.00
20,91,740IIFCL33,N1,405,405,100.00
20,92,743REC35,NH,1162,1153,99.23
20,93,744TS45,SG,100,100,100.00
20,94,745RJ33,SG,100,100,100.00
20,95,746GS2073,GS,34377,34377,100.00
20,96,74GS2035,GS,2600,2600,100.00
20,97,74GS2062,GS,10293,10293,100.00
20,98,750IRFC35,NK,7,5,71.43
20,99,751HUDCO28,N5,500,500,100.00
20,100,753IRFC30,NJ,206,206,100.00
20,101,754GS2036,GS,878351,838341,95.44
20,102,759GS2026,GS,2,2,100.00
20,103,75GS2034,GS,10000,10000,100.00
20,104,764HUDCO31,N8,8,4,50.00
20,105,764IRFC31,NO,1141,1000,87.64
20,106,764NABAR31,N2,2369,1705,71.97
20,107,769HUDCO31,N9,1071,600,56.02
20,108,769NHAI31,NE,3341,2941,88.03
20,109,76NHAI31,NA,3229,3199,99.07
20,110,775AP29,SG,500,500,100.00
20,111,77AP29A,SG,100,100,100.00
20,112,788MP33,SG,1500,1500,100.00
20,113,797IGT31,NL,101,101,100.00
20,114,79NHIT35,N1,1566,1566,100.00
20,115,79NHIT40,N2,69,69,100.00
20,116,79NHIT47,N3,348,348,100.00
20,117,810IRFC27,N2,1489,1474,98.99
20,118,812REC27,NI,2560,2560,100.00
20,119,81TCHF28,N8,225,205,91.11
20,120,824GS2027,GS,229,229,100.00
20,121,82HUDCO27,N2,1000,1000,100.00
20,122,82IGT31,NJ,676,676,100.00
20,123,830NHAI27,N2,1167,721,61.78
20,124,830PFCL27,N5,55,55,100.00
20,125,840CIFCL28,N4,1,1,100.00
20,126,842IIFL26,NL,433,332,76.67
20,127,843IHFL29,NC,602,602,100.00
20,128,846REC28,N6,10,10,100.00
20,129,84TCHF28,NA,5,5,100.00
20,130,850NHAI29,N5,386,386,100.00
20,131,85CIFC27,NL,195,195,100.00
20,132,862REC33,NA,1000,1000,100.00
20,133,865IFL28,NZ,41,41,100.00
20,134,865IIFL28,NS,2855,2000,70.05
20,135,865IRFC29,NA,876,876,100.00
20,136,865LTF26,NN,60,40,66.67
20,137,865SCL26,N8,15,15,100.00
20,138,865TCAPS27,N8,15,15,100.00
20,139,871REC28,N9,3569,2984,83.61
20,140,872MMFSL26,N1,125,102,81.60
20,141,875NHAI29,N6,972,753,77.47
20,142,875SFL27,ZF,90,45,50.00
20,143,876HUDCO28,ND,514,414,80.54
20,144,880IREDA29,N5,5,5,100.00
20,145,880IREDA34,N6,550,550,100.00
20,146,883GS2041,GS,233,233,100.00
20,147,885AEL28,NB,26,26,100.00
20,148,888IHFL25F,NC,2,2,100.00
20,149,888IRFC29,NE,2,2,100.00
20,150,888REC29,NF,2661,2203,82.79
20,151,888SCL28,NA,10,10,100.00
20,152,889SCL28,NU,100,100,100.00
20,153,891IIFCL34,N4,631,216,34.23
20,154,891NTPC33,N6,459,400,87.15
20,155,892PFCL33,N8,2621,2241,85.50
20,156,895AEL27,N9,90,90,100.00
20,157,897GS2030,GS,10000,10000,100.00
20,158,898LTF29,N7,296,199,67.23
20,159,8SMC29,N1,61,61,100.00
20,160,8SMC30,N2,20,20,100.00
20,161,901HUDCO34,NE,1561,1400,89.69
20,162,901NHB34,N6,109,75,68.81
20,163,902SCL28,N1,1,1,100.00
20,164,903SFL28,YI,437,386,88.33
20,165,910TCAP28,NA,15,15,100.00
20,166,915AEL28,NC,256,256,100.00
20,167,915SCL26,NE,57,57,100.00
20,168,91D020126,TB,100,100,100.00
20,169,91D111225,TB,5100,5000,98.04
20,170,91D120226,TB,900,900,100.00
20,171,91D150126,TB,100,100,100.00
20,172,91D181225,TB,1100,1100,100.00
20,173,91D290126,TB,10100,5100,50.50
20,174,925AEL26,N1,6,3,50.00
20,175,925CAGL26,N9,3,3,100.00
20,176,925SCL26B,YQ,20,20,100.00
20,177,925SCL26W,N1,10,10,100.00
20,178,92GS2030,GS,20097,20097,100.00
20,179,930AEL30,NF,625,625,100.00
20,180,930APMD31,N0,5,5,100.00
20,181,930APMD33,N0,4,4,100.00
20,182,932AEL27,N3,20,20,100.00
20,183,935LTF29,N5,10,9,90.00
20,184,935TSI31,N0,5,5,100.00
20,185,943ECL28,NJ,913,913,100.00
20,186,948SCL26I,AX,10,10,100.00
20,187,94SFL28,YL,2,1,50.00
20,188,955SCL35,NO,10,10,100.00
20,189,956AEL29,N6,19,19,100.00
20,190,957ICCL25,YW,110,110,100.00
20,191,957ISFL26,N2,77,77,100.00
