Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,07042025,1938876619,0002814
Trade Date <07-APR-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0SCL26,YR,4,4,100.00
20,2,1003ISFL28,N4,51,51,100.00
20,3,1003SFIL28,NX,135,135,100.00
20,4,1015ECL29,NR,508,427,84.06
20,5,1015SCL29T,N1,1,1,100.00
20,6,1015UCL26,N1,95,75,78.95
20,7,1018GS2026,GS,2800,2787,99.54
20,8,1025NFL25,N5,40,40,100.00
20,9,1025SCL34,Z8,8,8,100.00
20,10,1025UCL26A,N1,350,350,100.00
20,11,1040NFL26,NA,105,105,100.00
20,12,1040UCL25,N4,2,2,100.00
20,13,1050ISFL28,N5,56,27,48.21
20,14,1050SCL31,ZP,24,24,100.00
20,15,1050UCL25,N7,97,96,98.97
20,16,105IIFL29,N7,200,200,100.00
20,17,1060ECL29,NS,456,456,100.00
20,18,1065NFL27,NC,300,300,100.00
20,19,1075UCL25,N9,172,100,58.14
20,20,10IIFL28,N4,1084,1084,100.00
20,21,10IIFL28A,NE,1286,940,73.09
20,22,10IIFL29,N6,1993,1742,87.41
20,23,10NFL25,N9,11,11,100.00
20,24,10NIDO26,N6,56,56,100.00
20,25,1102NFL26,N8,400,300,75.00
20,26,11DLSL25A,Y3,30,30,100.00
20,27,182D030725,TB,100,100,100.00
20,28,182D070825,TB,2300,2300,100.00
20,29,182D080525,TB,100,100,100.00
20,30,182D100725,TB,200,200,100.00
20,31,182D120625,TB,1600,1600,100.00
20,32,182D140825,TB,2100,2100,100.00
20,33,182D170725,TB,800,800,100.00
20,34,182D270625,TB,100,100,100.00
20,35,182D310725,TB,200,200,100.00
20,36,20MICRONS,EQ,172631,75998,44.02
20,37,21STCENMGM,EQ,1692,1692,100.00
20,38,360ONE,EQ,919861,254129,27.63
20,39,364D040925,TB,300,300,100.00
20,40,364D050226,TB,100,100,100.00
20,41,364D050625,TB,5100,5100,100.00
20,42,364D070825,TB,102000,102000,100.00
20,43,364D080525,TB,3000,3000,100.00
20,44,364D110425,TB,8900,8900,100.00
20,45,364D111225,TB,600,600,100.00
20,46,364D120226,TB,500,500,100.00
20,47,364D161025,TB,500,500,100.00
20,48,364D180425,TB,5800,5800,100.00
20,49,364D230525,TB,1000,1000,100.00
20,50,364D231025,TB,200,200,100.00
20,51,364D240425,TB,1000,1000,100.00
20,52,364D240725,TB,200,200,100.00
20,53,364D270226,TB,300,300,100.00
20,54,364D280825,TB,2000,2000,100.00
20,55,364D290126,TB,100,100,100.00
20,56,3IINFOLTD,EQ,883598,384922,43.56
20,57,3MINDIA,EQ,3942,1479,37.52
20,58,3PLAND,EQ,18081,11865,65.62
20,59,563GS2026,GS,381,381,100.00
