Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,25082025,1352193196,0002802
Trade Date <25-AUG-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,20,20,100.00
20,2,0SCL26,YR,80,80,100.00
20,3,1015ECL29,NR,434,434,100.00
20,4,1015SCL28A,AL,5,5,100.00
20,5,1015UCL27,NF,33,33,100.00
20,6,1018GS2026,GS,3166,3166,100.00
20,7,1025UCL26A,N1,12,6,50.00
20,8,1040NFL26,NA,2,2,100.00
20,9,1050ISFL28,N5,40,40,100.00
20,10,1050NFL26,N7,199,199,100.00
20,11,1050UCL25,N7,58,58,100.00
20,12,1060ECL29,NS,1,1,100.00
20,13,1065NFL27,NC,133,133,100.00
20,14,1075NFL25,N6,10,10,100.00
20,15,10IIFL28,N4,31,31,100.00
20,16,10IIFLSF27,NB,110,110,100.00
20,17,10NFL25,N9,299,299,100.00
20,18,10NIDO26,N6,290,270,93.10
20,19,1102NFL26,N8,90,80,88.89
20,20,113ESFB31,N0,1,1,100.00
20,21,12VCCL29C,N0,1,1,100.00
20,22,182D101025,TB,500,500,100.00
20,23,182D110925,TB,3900,2000,51.28
20,24,182D120226,TB,200,100,50.00
20,25,182D190226,TB,100,100,100.00
20,26,20MICRONS,EQ,92170,44743,48.54
20,27,21STCENMGM,EQ,6805,5369,78.90
20,28,360ONE,EQ,853932,587860,68.84
20,29,364D111225,TB,200,100,50.00
20,30,3IINFOLTD,EQ,124818,87119,69.80
20,31,3MINDIA,EQ,3636,2093,57.56
20,32,3PLAND,EQ,11750,7341,62.48
20,33,515GS2025,GS,5,3,60.00
20,34,563GS2026,GS,1911,1911,100.00
20,35,574GS2026,GS,9,9,100.00
20,36,5PAISA,EQ,22032,12598,57.18
20,37,610GS2031,GS,300,300,100.00
20,38,628GS2032,GS,100,100,100.00
20,39,63MOONS,EQ,183075,83177,45.43
20,40,654GS2032,GS,1000,1000,100.00
20,41,664GS2027,GS,4800,4800,100.00
20,42,667GS2050,GS,70,35,50.00
20,43,668GS2040,GS,310,310,100.00
20,44,675GS2029,GS,200,200,100.00
20,45,676GS2061,GS,34915,34915,100.00
20,46,679GS2031,GS,48,48,100.00
20,47,690GS2065,GS,5,5,100.00
20,48,692GS2039,GS,200,200,100.00
20,49,697GR2034,GS,1,1,100.00
20,50,698GR2054,GS,1850,1850,100.00
20,51,699GS2026,GS,21121,21121,100.00
20,52,702GS2027,GS,9000,9000,100.00
20,53,706GS2028,GS,1000,1000,100.00
20,54,709GS2054,GS,41788,41788,100.00
20,55,709GS2074,GS,56589,56589,100.00
20,56,710GS2029,GS,50,50,100.00
20,57,714NHAI26,N7,250,250,100.00
20,58,716GS2050,GS,2000,2000,100.00
20,59,717GS2030,GS,5000,5000,100.00
20,60,718GS2037,GS,19896,17986,90.40
20,61,724GS2055,GS,201,201,100.00
20,62,725GS2063,GS,56200,56199,100.00
20,63,726GS2033,GS,204,202,99.02
20,64,729NHAI26,NC,2,2,100.00
20,65,732GS2030,GS,200,200,100.00
20,66,733GS2026,GS,30984,30484,98.39
20,67,734GS2064,GS,26704,25542,95.65
20,68,736NTPC25D,NB,1,1,100.00
20,69,736PFCL28,N2,30,30,100.00
20,70,738GS2027,GS,109239,109239,100.00
20,71,738REC27TF,N2,2010,2010,100.00
20,72,73GS2053,GS,26579,21578,81.18
20,73,741GS2036,GS,10237,10237,100.00
20,74,746GS2073,GS,60658,38156,62.90
20,75,747AS28,SG,500,500,100.00
20,76,74GJ27,SG,500,500,100.00
20,77,74GS2062,GS,51381,46748,90.98
20,78,750IRFC35,NK,1589,1582,99.56
20,79,751HUDCO28,N5,436,435,99.77
20,80,753IRFC30,NJ,1,1,100.00
20,81,754GS2036,GS,275344,275044,99.89
20,82,75AP28,SG,400,400,100.00
20,83,760PFCL35,N3,77,77,100.00
20,84,762GA32A,SG,100,100,100.00
20,85,762NTPC35F,ND,1,1,100.00
20,86,764HUDCO31,N8,1,1,100.00
20,87,764IRFC31,NO,441,441,100.00
20,88,764NABAR31,N2,2862,1998,69.81
20,89,765AS32,SG,100,100,100.00
20,90,769HUDCO31,N9,1762,1563,88.71
20,91,769NHAI31,NE,65,65,100.00
20,92,76NHAI31,NA,201,200,99.50
20,93,79NHIT35,N1,7,5,71.43
20,94,810IRFC27,N2,3593,3295,91.71
20,95,812REC27,NI,500,500,100.00
20,96,817GS2044,GS,127,127,100.00
20,97,81TCHF28,N8,85,45,52.94
20,98,824GS2027,GS,1521,1521,100.00
20,99,828GS2027,GS,8879,8879,100.00
20,100,828GS2032,GS,12,6,50.00
20,101,82HUDCO27,N2,3287,2875,87.47
20,102,82IGT31,NJ,115,115,100.00
20,103,830NHAI27,N2,2517,2351,93.40
20,104,830PFCL27,N5,10,10,100.00
20,105,83GS2040,GS,5,5,100.00
20,106,842IIFL26,NL,108,107,99.07
20,107,846REC28,N6,87,87,100.00
20,108,84CIFCL28,NA,11,11,100.00
20,109,84TCHF28,NA,6,6,100.00
20,110,850NHAI29,N5,5,5,100.00
20,111,858HUDCO29,NC,29,29,100.00
20,112,865IFL28,NZ,216,216,100.00
20,113,865IIFL28,NS,50,50,100.00
20,114,865IRFC29,NA,390,390,100.00
20,115,865LTF26,NN,1644,1090,66.30
20,116,865SCL26,N8,100,100,100.00
20,117,865SCL27,N4,12,12,100.00
20,118,865TCAPS27,N8,162,81,50.00
20,119,866IIFC34B,N3,2,2,100.00
20,120,871REC28,N9,1118,1118,100.00
20,121,875IIFL26,NM,5,5,100.00
20,122,875IIFL26A,NQ,142,142,100.00
20,123,875NHAI29,N6,1172,1129,96.33
20,124,875SFL27,ZF,182,182,100.00
20,125,876HUDCO28,ND,821,821,100.00
20,126,87LTF27,NH,1050,934,88.95
20,127,880IREDA29,N5,50,50,100.00
20,128,885IHL26,N1,10,10,100.00
20,129,888ERFL28,N5,1188,709,59.68
20,130,888IHFL25F,NC,50,50,100.00
20,131,888IRFC29,NE,103,103,100.00
20,132,888NHB29,N5,2,2,100.00
20,133,888REC29,NF,1000,1000,100.00
20,134,890SFIL23A,NZ,14,8,57.14
20,135,891IIFCL34,N4,53,33,62.26
20,136,891NTPC33,N6,2,2,100.00
20,137,892PFCL33,N8,1628,1201,73.77
20,138,894SCL27,ZY,30,30,100.00
20,139,897MOFSL29,N4,20,20,100.00
20,140,898LTF29,N7,2084,1300,62.38
20,141,901HUDCO34,NE,182,142,78.02
20,142,901NHB34,N6,33,31,93.94
20,143,910TCAP28,NA,40,40,100.00
20,144,915AEL28,NC,140,140,100.00
20,145,915SCL26,NE,426,416,97.65
20,146,916SCL25,ZW,3,3,100.00
20,147,91D231025,TB,12300,12300,100.00
20,148,925ERFL28,N6,1001,758,75.72
20,149,925SCL27,YR,58,58,100.00
20,150,925SCL28C,BS,6,6,100.00
20,151,92GS2030,GS,8306,8306,100.00
20,152,930AEL30,NF,560,560,100.00
20,153,930APMD27,N0,2,2,100.00
20,154,930APMD28,N0,3,3,100.00
20,155,930APMD29,N0,1,1,100.00
20,156,930APMD30,N0,5,5,100.00
20,157,930APMD31,N0,1,1,100.00
20,158,930APMD34,N0,2,2,100.00
20,159,930APMD35,N0,4,4,100.00
20,160,930SFL28,YP,14,14,100.00
20,161,931SFL26,Z5,30,30,100.00
20,162,935LTF29,N5,2,2,100.00
20,163,935MOFSL29,N5,1397,857,61.35
20,164,935TSI29,N0,1,1,100.00
20,165,93MOFSL34,N6,10,10,100.00
20,166,948SCL26D,AI,4,4,100.00
20,167,94SFL28,YL,315,215,68.25
20,168,950ISF27A,N0,11,11,100.00
20,169,955SCL35,NO,20,20,100.00
20,170,957ICCL25,YW,100,100,100.00
20,171,957NIDO26,N5,6,6,100.00
20,172,965AEL27,N4,34,34,100.00
20,173,965SCL25C,N0,39,39,100.00
20,174,965SCL25E,BF,20,20,100.00
20,175,965SCL25F,NZ,306,150,49.02
20,176,96IIFL28,N5,642,642,100.00
20,177,96IIFL28A,NF,4388,4128,94.07
20,178,96SFIL24A,NB,100,100,100.00
20,179,970CAGL28,ND,14,14,100.00
20,180,971SCL28,AN,20,8,40.00
20,181,971SCL30,N1,841,502,59.69
20,182,985ECL28,NK,328,218,66.46
20,183,98SFIL26,NU,120,40,33.33
20,184,990SCL26,N7,6,6,100.00
20,185,995SCL2035,NM,11,11,100.00
20,186,99AEL29,N7,34,22,64.71
20,187,9AEL30,NE,500,500,100.00
20,188,9PCHFL31A,NA,215,215,100.00
20,189,9PEL25,N0,10,10,100.00
20,190,9SCL26BA,NA,390,390,100.00
20,191,9SCL27,N2,7,7,100.00
20,192,AAATECH,EQ,17976,7306,40.64
20,193,AADHARHFC,EQ,773811,446827,57.74
20,194,AAKAAR,SM,32000,28800,90.00
20,195,AARADHYA,ST,40800,40800,100.00
20,196,AARON,EQ,241630,77085,31.90
20,197,AARTECH,EQ,93928,57051,60.74
20,198,AARTIDRUGS,EQ,211290,86042,40.72
20,199,AARTIIND,EQ,463760,229084,49.40
20,200,AARTIPHARM,EQ,417772,207229,49.60
20,201,AARVI,EQ,39213,27180,69.31
20,202,AATMAJ,SM,6000,6000,100.00
20,203,AAVAS,EQ,85812,55220,64.35
20,204,ABAN,EQ,262524,130607,49.75
20,205,ABB,EQ,246352,151838,61.63
20,206,ABBOTINDIA,EQ,6091,3616,59.37
20,207,ABCAPITAL,EQ,3780591,1569592,41.52
20,208,ABCOTS,SM,8000,1250,15.63
20,209,ABDL,EQ,189065,98881,52.30
20,210,ABFRL,EQ,30724283,10064180,32.76
20,211,ABGSEC,EQ,1978,1956,98.89
20,212,ABHAPOWER,SM,33600,17600,52.38
20,213,ABLBL,EQ,803259,462136,57.53
20,214,ABREL,EQ,102845,50966,49.56
20,215,ABSLAMC,EQ,203152,91730,45.15
20,216,ABSLBANETF,EQ,25326,20115,79.42
20,217,ABSLLIQUID,EQ,1592,1350,84.80
20,218,ABSLNN50ET,EQ,23587,17323,73.44
20,219,ABSLPSE,EQ,578595,499986,86.41
20,220,ABSMARINE,SM,23000,17500,76.09
20,221,ACC,EQ,215303,116778,54.24
20,222,ACCELYA,EQ,16719,9609,57.47
20,223,ACCENTMIC,ST,15000,13000,86.67
20,224,ACCPL,SM,8400,4800,57.14
20,225,ACCURACY,EQ,78432,53828,68.63
20,226,ACE,EQ,8981829,980491,10.92
20,227,ACEINTEG,EQ,15165,6474,42.69
20,228,ACI,EQ,223419,101390,45.38
20,229,ACL,EQ,143181,120737,84.32
20,230,ACLGATI,EQ,101595,54406,53.55
20,231,ACMESOLAR,EQ,7371933,2179516,29.57
20,232,ACUTAAS,EQ,308206,185246,60.10
20,233,ADANIENSOL,EQ,718727,362143,50.39
20,234,ADANIENT,EQ,542455,167449,30.87
20,235,ADANIGREEN,EQ,943859,367888,38.98
20,236,ADANIPORTS,EQ,1214246,605932,49.90
20,237,ADANIPOWER,EQ,2687589,1392021,51.79
20,238,ADFFOODS,EQ,62049,38611,62.23
20,239,ADL,EQ,9097,3045,33.47
20,240,ADOR,EQ,8650,1803,20.84
20,241,ADROITINFO,EQ,46619,39779,85.33
20,242,ADSL,EQ,147783,64023,43.32
20,243,ADVANIHOTR,EQ,40367,25465,63.08
20,244,ADVENZYMES,EQ,187854,90896,48.39
20,245,AEGISLOG,EQ,177055,102482,57.88
20,246,AEGISVOPAK,EQ,386643,191550,49.54
20,247,AEL120924A,N5,214,214,100.00
20,248,AEROENTER,EQ,135456,80726,59.60
20,249,AEROFLEX,EQ,317511,136732,43.06
20,250,AERON,SM,4000,3000,75.00
20,251,AESTHETIK,ST,10000,10000,100.00
20,252,AETHER,EQ,41258,24198,58.65
20,253,AFCONS,EQ,349214,200313,57.36
20,254,AFFLE,EQ,111721,52962,47.41
20,255,AFFORDABLE,EQ,138347,100763,72.83
20,256,AFIL,EQ,437611,320121,73.15
20,257,AFSL,EQ,69756,53783,77.10
20,258,AGARIND,EQ,23011,14823,64.42
20,259,AGARWALEYE,EQ,278761,129986,46.63
20,260,AGARWALFT,SM,28500,25500,89.47
20,261,AGARWALTUF,SM,69600,42000,60.34
20,262,AGI,EQ,116010,64654,55.73
20,263,AGIIL,EQ,116031,80751,69.59
20,264,AGNI,SM,32500,17500,53.85
20,265,AGRITECH,EQ,14659,6704,45.73
20,266,AGUL,SM,2000,2000,100.00
20,267,AHLADA,EQ,23043,17225,74.75
20,268,AHLEAST,EQ,3839,1983,51.65
20,269,AHLUCONT,EQ,36450,17241,47.30
20,270,AIAENG,EQ,54878,43647,79.53
20,271,AIIL,EQ,178165,64523,36.22
20,272,AILIMITED,SM,36000,33000,91.67
20,273,AIMTRON,SM,37600,24800,65.96
20,274,AIRAN,EQ,95399,61873,64.86
20,275,AIROLAM,EQ,8002,5528,69.08
20,276,AIRTELPP,E1,31663,22567,71.27
20,277,AISL,SM,600,600,100.00
20,278,AJANTPHARM,EQ,33499,18120,54.09
20,279,AJAXENGG,EQ,118810,63446,53.40
20,280,AJMERA,EQ,21682,8674,40.01
20,281,AJOONI,EQ,234199,200124,85.45
20,282,AKANKSHA,ST,21000,16000,76.19
20,283,AKASH,EQ,2738,1357,49.56
20,284,AKG,EQ,9329,6784,72.72
20,285,AKIKO,ST,40000,40000,100.00
20,286,AKSHAR,EQ,2928640,1907934,65.15
20,287,AKSHARCHEM,EQ,7728,3565,46.13
20,288,AKSHOPTFBR,EQ,286632,197060,68.75
20,289,AKUMS,EQ,1174656,939760,80.00
20,290,AKZOINDIA,EQ,17306,9892,57.16
20,291,ALANKIT,EQ,219427,143435,65.37
20,292,ALBERTDAVD,EQ,2506,1884,75.18
20,293,ALEMBICLTD,EQ,124159,71950,57.95
20,294,ALICON,EQ,9861,5819,59.01
20,295,ALIVUS,EQ,167725,133447,79.56
20,296,ALKALI,EQ,15914,5503,34.58
20,297,ALKEM,EQ,142332,96070,67.50
20,298,ALKYLAMINE,EQ,41142,16489,40.08
20,299,ALLCARGO,EQ,1057578,642163,60.72
20,300,ALLDIGI,EQ,5918,2615,44.19
20,301,ALLETEC,SM,25200,19200,76.19
20,302,ALLTIME,EQ,4386855,848511,19.34
20,303,ALMONDZ,EQ,119623,86532,72.34
20,304,ALOKINDS,EQ,3102544,1570121,50.61
20,305,ALPA,EQ,9925,6154,62.01
20,306,ALPEXSOLAR,SM,272400,187400,68.80
20,307,ALPHA,EQ,502106,344396,68.59
20,308,ALPHAETF,EQ,328626,222354,67.66
20,309,ALPHAGEO,EQ,8509,5733,67.38
20,310,ALPL30IETF,EQ,650747,475842,73.12
20,311,ALUWIND,ST,1500,1500,100.00
20,312,AMBER,EQ,198486,105227,53.01
20,313,AMBEY,SM,26000,20000,76.92
20,314,AMBICAAGAR,EQ,13818,11852,85.77
20,315,AMBIKCO,EQ,15655,10905,69.66
20,316,AMBUJACEM,EQ,1458400,863684,59.22
20,317,AMCL,ST,666400,664000,99.64
20,318,AMDIND,EQ,11328,5682,50.16
20,319,AMEYA,SM,7000,5000,71.43
20,320,AMIABLE,SM,3200,3200,100.00
20,321,AMJLAND,EQ,21466,12580,58.60
20,322,AMNPLST,EQ,7844,5442,69.38
20,323,AMRUTANJAN,EQ,41374,30373,73.41
20,324,ANANDRATHI,EQ,75061,38794,51.68
20,325,ANANTRAJ,EQ,643888,284683,44.21
20,326,ANDHRAPAP,EQ,6775574,948534,14.00
20,327,ANDHRSUGAR,EQ,92141,53389,57.94
20,328,ANGELONE,EQ,1562966,602717,38.56
20,329,ANIKINDS,EQ,3577,2887,80.71
