Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,29102025,1758448545,0003033
Trade Date <29-OCT-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,10,5,50.00
20,2,1003IIFL29,NC,500,500,100.00
20,3,1003SCL30A,NV,995,995,100.00
20,4,1015ECL29,NR,159,159,100.00
20,5,1015SCL28,NR,5,5,100.00
20,6,1015UCL26,N1,27,27,100.00
20,7,1015UCL27,NF,239,189,79.08
20,8,1018GS2026,GS,376,235,62.50
20,9,1025SCL34A,ZT,30,30,100.00
20,10,1025VCCL28,N0,11,11,100.00
20,11,1030SFIL26,NJ,109,109,100.00
20,12,1039UCL26,NE,239,144,60.25
20,13,1040NFL26,NA,10,10,100.00
20,14,1040UCL27B,N1,1,1,100.00
20,15,1050NFL26,N7,10,10,100.00
20,16,1050UCL28,NH,141,141,100.00
20,17,105UCL2026,NB,54,54,100.00
20,18,1060ECL29,NS,300,300,100.00
20,19,1065NFL27,NC,309,309,100.00
20,20,1075SCL33,YK,10,5,50.00
20,21,1075SCL33A,N2,204,203,99.51
20,22,1090NFL26,NB,280,280,100.00
20,23,10CAGL27,N5,305,305,100.00
20,24,10IIFL28,N4,150,150,100.00
20,25,10IIFL28A,NE,30,30,100.00
20,26,10IIFL29,N6,110,110,100.00
20,27,10UCL26,ND,97,97,100.00
20,28,1102NFL26,N8,9,9,100.00
20,29,113ESFB31,N0,1,1,100.00
20,30,12AFIL27,N0,18,18,100.00
20,31,12AFIL28,N0,2,2,100.00
20,32,12VCCL29B,N0,1,1,100.00
20,33,182D050326,TB,2000,2000,100.00
20,34,182D080126,TB,200,100,50.00
20,35,182D240426,TB,400,400,100.00
20,36,20MICRONS,EQ,77494,52220,67.39
20,37,21STCENMGM,EQ,6722,5262,78.28
20,38,360ONE,EQ,1726758,880323,50.98
20,39,364D010526,TB,4000,2200,55.00
20,40,364D020426,TB,2100,2100,100.00
20,41,364D050226,TB,2000,2000,100.00
20,42,364D080126,TB,1000,1000,100.00
20,43,364D151026,TB,200,100,50.00
20,44,364D181225,TB,29800,29800,100.00
20,45,364D190326,TB,1000,1000,100.00
20,46,364D211125,TB,10000,10000,100.00
20,47,364D261225,TB,9000,9000,100.00
20,48,3IINFOLTD,EQ,4077426,3080467,75.55
20,49,3MINDIA,EQ,1532,770,50.26
20,50,3PLAND,EQ,6239,4885,78.30
20,51,5PAISA,EQ,21909,13271,60.57
20,52,601GS2030,GS,1200,1200,100.00
20,53,633GS2035,GS,4,4,100.00
20,54,63MOONS,EQ,189104,102919,54.42
20,55,645GS2029,GS,40000,40000,100.00
20,56,667GS2035,GS,208,104,50.00
20,57,667GS2050,GS,101,101,100.00
20,58,668GS2040,GS,100,100,100.00
20,59,676GS2061,GS,1803,1182,65.56
20,60,679GS2031,GS,1001,1000,99.90
20,61,679GS2034,GS,100,100,100.00
20,62,679GS2034A,GS,100,100,100.00
20,63,68GS2060,GS,25556,25555,100.00
20,64,690GS2065,GS,129020,127969,99.19
20,65,692GS2039,GS,202,200,99.01
20,66,695GS2061,GS,11001,11001,100.00
20,67,697GR2034,GS,150,150,100.00
20,68,698GR2054,GS,1,1,100.00
20,69,699GS2026,GS,200,200,100.00
20,70,699GS2051,GS,12739,12739,100.00
20,71,702GS2027,GS,100,100,100.00
20,72,702GS2031,GS,29100,29100,100.00
20,73,706GS2028,GS,5532,5532,100.00
20,74,709GS2054,GS,7300,7300,100.00
20,75,709GS2074,GS,53961,52954,98.13
20,76,710GS2029,GS,290001,290001,100.00
20,77,716GS2050,GS,5429,5429,100.00
20,78,717GS2030,GS,30645,28145,91.84
20,79,718GS2037,GS,211505,211505,100.00
20,80,719GS2060,GS,576,576,100.00
20,81,71GS2034,GS,2005,2005,100.00
20,82,724GS2055,GS,297,296,99.66
20,83,725GS2063,GS,366413,366412,100.00
20,84,726GS2032,GS,25500,25500,100.00
20,85,726GS2033,GS,100,100,100.00
20,86,729NHAI26,NC,90,90,100.00
20,87,732GS2030,GS,100,100,100.00
