Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,12062025,2021338134,0002707
Trade Date <12-JUN-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,50,50,100.00
20,2,0SCL26,YR,30,30,100.00
20,3,1003ISFL28,N4,1025,850,82.93
20,4,1015ECL29,NR,1684,1314,78.03
20,5,1018GS2026,GS,10509,10499,99.90
20,6,1025SCL34B,N1,90,90,100.00
20,7,1025UCL26A,N1,3,3,100.00
20,8,1040NFL26,NA,103,103,100.00
20,9,1050ISFL28,N5,50,50,100.00
20,10,1050NFL26,N7,20,20,100.00
20,11,1050UCL25,N7,300,300,100.00
20,12,1050UCL28,NH,273,273,100.00
20,13,105IIFL29,N7,150,150,100.00
20,14,1060ECL29,NS,300,300,100.00
20,15,1065NFL27,NC,172,172,100.00
20,16,1075SCL33,YK,10,10,100.00
20,17,1090NFL26,NB,100,100,100.00
20,18,10IIFL28,N4,847,847,100.00
20,19,10IIFL28A,NE,200,200,100.00
20,20,10IIFL29,N6,33,33,100.00
20,21,10NFL25,N9,1,1,100.00
20,22,10NIDO26,N6,460,460,100.00
20,23,10UCL26,ND,2,2,100.00
20,24,12VCCL29B,N0,2,2,100.00
20,25,182D061125,TB,51200,51200,100.00
20,26,182D101025,TB,1100,1100,100.00
20,27,20MICRONS,EQ,92405,46099,49.89
20,28,21STCENMGM,EQ,9873,7039,71.30
20,29,360ONE,EQ,1560231,966695,61.96
20,30,364D010526,TB,100,100,100.00
20,31,364D150825,TB,100,100,100.00
20,32,364D181225,TB,14000,14000,100.00
20,33,3IINFOLTD,EQ,1019162,616435,60.48
20,34,3MINDIA,EQ,3134,1132,36.12
20,35,3PLAND,EQ,9568,5688,59.45
20,36,515GS2025,GS,6,2,33.33
20,37,5PAISA,EQ,28826,13173,45.70
20,38,610GS2031,GS,3,3,100.00
20,39,63MOONS,EQ,512980,187831,36.62
20,40,654GS2032,GS,300,300,100.00
20,41,664GS2027,GS,9500,9500,100.00
20,42,667GS2035,GS,2,1,50.00
20,43,667GS2050,GS,1,1,100.00
20,44,676GS2061,GS,1450,1450,100.00
20,45,679GS2031,GS,510,510,100.00
20,46,679GS2034,GS,100,100,100.00
20,47,679GS2034A,GS,100,100,100.00
20,48,68GS2060,GS,10,10,100.00
