Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,13022025,1028184426,0002635
Trade Date <13-FEB-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,2060,2000,97.09
20,2,1003ISFL28,N4,75,75,100.00
20,3,1018GS2026,GS,2,1,50.00
20,4,1025SCL34,Z8,200,200,100.00
20,5,1025UCL25,N8,6,6,100.00
20,6,1040UCL25,N4,19,19,100.00
20,7,1060ECL29,NS,50,50,100.00
20,8,1065NFL27,NC,99,99,100.00
20,9,10IIFL28,N4,1,1,100.00
20,10,10IIFL28A,NE,57,57,100.00
20,11,10IIFL29,N6,446,393,88.12
20,12,10NFL25,N9,110,110,100.00
20,13,10NIDO26,N6,16,16,100.00
20,14,182D010525,TB,100,100,100.00
20,15,182D030725,TB,600,600,100.00
20,16,182D040425,TB,200,200,100.00
20,17,182D050625,TB,400,400,100.00
20,18,182D080525,TB,3900,3900,100.00
20,19,182D100425,TB,200,200,100.00
20,20,182D100725,TB,700,700,100.00
20,21,182D120625,TB,600,600,100.00
20,22,182D130325,TB,100,100,100.00
20,23,182D150525,TB,100,100,100.00
20,24,182D170725,TB,1400,1400,100.00
20,25,182D190625,TB,500,500,100.00
20,26,182D230525,TB,200,200,100.00
20,27,182D240425,TB,200,200,100.00
20,28,182D240725,TB,500,500,100.00
20,29,182D270225,TB,100,100,100.00
20,30,182D270625,TB,400,400,100.00
20,31,20MICRONS,EQ,112430,58822,52.32
20,32,360ONE,EQ,437231,165302,37.81
20,33,364D030425,TB,200,200,100.00
20,34,364D031025,TB,100,100,100.00
20,35,364D041225,TB,10300,10000,97.09
20,36,364D061125,TB,100,100,100.00
20,37,364D080525,TB,5000,5000,100.00
20,38,364D150126,TB,2000,2000,100.00
20,39,364D200325,TB,15000,15000,100.00
20,40,364D270225,TB,1000,1000,100.00
20,41,3IINFOLTD,EQ,359843,168973,46.96
20,42,3MINDIA,EQ,12432,6532,52.54
20,43,515GS2025,GS,542,542,100.00
20,44,563GS2026,GS,41,41,100.00
20,45,574GS2026,GS,20,20,100.00
20,46,5PAISA,EQ,14746,7238,49.08
20,47,63MOONS,EQ,164210,64512,39.29
20,48,654GS2032,GS,5700,5200,91.23
20,49,664GS2027,GS,100,100,100.00
20,50,68GS2060,GS,200,200,100.00
20,51,695GS2061,GS,1,1,100.00
20,52,699GS2051,GS,30004,30000,99.99
20,53,702GS2027,GS,31048,30348,97.75
20,54,704GS2029,GS,6751,6751,100.00
20,55,706GS2028,GS,30000,30000,100.00
20,56,709GS2054,GS,5261,5261,100.00
20,57,710GS2029,GS,503,501,99.60
20,58,716GS2050,GS,30000,30000,100.00
20,59,718GS2037,GS,14910,13940,93.49
20,60,71GS2034,GS,10000,10000,100.00
20,61,725GS2063,GS,600,600,100.00
20,62,726GS2032,GS,38295,24150,63.06
20,63,726GS2033,GS,4880,4880,100.00
20,64,733GS2026,GS,6690,6590,98.51
20,65,734GS2064,GS,3652,3652,100.00
20,66,736GS2052,GS,22,22,100.00
20,67,736NTPC25D,NB,1,1,100.00
20,68,737GS2028,GS,10300,10300,100.00
20,69,737NTPC35C,NA,36,36,100.00
20,70,738GS2027,GS,290235,178758,61.59
20,71,738REC27TF,N2,75,40,53.33
20,72,739NHAI26,N8,319,319,100.00
20,73,73GS2053,GS,6290,6290,100.00
20,74,740IIFCL33,N1,450,450,100.00
20,75,741GS2036,GS,500,500,100.00
20,76,743REC35,NH,201,201,100.00
20,77,746GS2073,GS,3690,3680,99.73
20,78,74GS2062,GS,19922,19510,97.93
20,79,751HUDCO28,N5,123,123,100.00
20,80,753IRFC30,NJ,1715,1230,71.72
20,81,754GS2036,GS,503181,501355,99.64
20,82,759GS2026,GS,174,174,100.00
20,83,760PFCL35,N3,56,56,100.00
20,84,762NTPC35F,ND,641,297,46.33
20,85,764HUDCO31,N8,44,44,100.00
20,86,764IRFC31,NO,165,165,100.00
20,87,764NABAR31,N2,1425,1425,100.00
20,88,769HUDCO31,N9,145,93,64.14
20,89,769IGT28,NH,20,20,100.00
20,90,769NHAI31,NE,4163,3454,82.97
20,91,76NHAI31,NA,18661,14627,78.38
20,92,772TS36,SG,400,200,50.00
20,93,772UP34,SG,100,100,100.00
20,94,774IREDA31,N7,210,210,100.00
20,95,78ABFL33,N4,221,221,100.00
20,96,79NHIT35,N1,722,722,100.00
20,97,79NHIT40,N2,692,692,100.00
20,98,79NHIT47,N3,1288,1072,83.23
