Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,18112025,1628391048,0003043
Trade Date <18-NOV-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,40,20,50.00
20,2,1003SCFL31,Z4,5,5,100.00
20,3,1015ECL29,NR,776,626,80.67
20,4,1015UCL26,N1,14,14,100.00
20,5,1015UCL27,NF,20,20,100.00
20,6,1025SCL34,Z8,42,42,100.00
20,7,1025SCL34A,ZT,10,10,100.00
20,8,1025SCL34B,N1,10,10,100.00
20,9,1040NFL26,NA,79,79,100.00
20,10,1040UCL27B,N1,129,129,100.00
20,11,1050IIFL29,ND,200,200,100.00
20,12,1050NFL26,N7,352,198,56.25
20,13,1050UCL28,NH,80,80,100.00
20,14,105IIFL29,N7,90,85,94.44
20,15,1060ECL29,NS,200,200,100.00
20,16,1065NFL27,NC,298,298,100.00
20,17,1075SCL33A,N2,339,339,100.00
20,18,10CAGL27,N5,37,37,100.00
20,19,10IIFL28,N4,520,510,98.08
20,20,10IIFL28A,NE,450,450,100.00
20,21,10ISFL26,N3,100,100,100.00
20,22,10NIDO26,N6,11,11,100.00
20,23,10UCL26,ND,36,36,100.00
20,24,118VCCL27B,N0,3,3,100.00
20,25,12AFIL27,N0,4,4,100.00
20,26,12AFIL27A,N0,10,10,100.00
20,27,12AFIL28,N0,2,2,100.00
20,28,12VCCL27D,N0,1,1,100.00
20,29,12VCCL29B,N0,1,1,100.00
20,30,182D080526,TB,100,100,100.00
20,31,182D120326,TB,1000,1000,100.00
20,32,182D140526,TB,100,100,100.00
20,33,182D240426,TB,200,200,100.00
20,34,182D290126,TB,100,100,100.00
20,35,20MICRONS,EQ,45911,22506,49.02
20,36,21STCENMGM,EQ,8875,8366,94.26
20,37,360ONE,EQ,488323,318966,65.32
20,38,364D010126,TB,600,600,100.00
20,39,364D050226,TB,1000,1000,100.00
20,40,364D050326,TB,1000,1000,100.00
20,41,364D061126,TB,100,100,100.00
20,42,364D140526,TB,1900,1900,100.00
20,43,3IINFOLTD,EQ,385131,278866,72.41
20,44,3MINDIA,EQ,5299,2973,56.10
20,45,3PLAND,EQ,11000,9678,87.98
20,46,5PAISA,EQ,6315367,604180,9.57
20,47,601GS2030,GS,200,200,100.00
20,48,610GS2031,GS,1199,1199,100.00
20,49,613GS2028,GS,12,12,100.00
20,50,628GS2032,GS,400,400,100.00
20,51,63MOONS,EQ,89039,39120,43.94
20,52,648GS2035,GS,1300,1100,84.62
20,53,667GS2035,GS,3,2,66.67
20,54,667GS2050,GS,25740,23240,90.29
20,55,668GS2040,GS,300,200,66.67
20,56,669GJ34,SG,100,100,100.00
20,57,676GS2061,GS,7161,7061,98.60
20,58,679GS2031,GS,101,101,100.00
20,59,679GS2034A,GS,4196,4196,100.00
20,60,68GS2060,GS,672,671,99.85
20,61,690GS2065,GS,296148,295337,99.73
20,62,692GS2039,GS,15235,15235,100.00
20,63,695GS2061,GS,1020,1020,100.00
20,64,697GR2034,GS,100,100,100.00
20,65,698GR2054,GS,3100,3100,100.00
20,66,699GS2051,GS,146,146,100.00
20,67,702GS2031,GS,100,100,100.00
20,68,704GS2029,GS,4810,4810,100.00
20,69,704IRFC28,N6,1800,904,50.22
20,70,706GS2028,GS,10000,8345,83.45
20,71,709GS2054,GS,83198,83198,100.00
20,72,709GS2074,GS,426427,426337,99.98
20,73,710GS2029,GS,288970,288970,100.00
20,74,716GS2050,GS,1009,1009,100.00
20,75,717GS2028,GS,11,11,100.00
20,76,717GS2030,GS,4380,3480,79.45
20,77,718GS2037,GS,200,200,100.00
20,78,719HUDCO28,N7,400,200,50.00
20,79,724GS2055,GS,2573,2573,100.00
20,80,725GS2063,GS,1232116,1232113,100.00
20,81,725IRFC35,NH,600,200,33.33
20,82,726GS2033,GS,1388,1088,78.39
20,83,729IRFC26,NN,176,176,100.00
20,84,729NHAI26,NC,172,172,100.00
20,85,732GS2030,GS,1400,1200,85.71
20,86,732IRFC25,NI,482,482,100.00
20,87,733GS2026,GS,4103,4100,99.93
20,88,734GS2064,GS,301570,301570,100.00
20,89,735NABAR31,N1,2,2,100.00
20,90,736GS2052,GS,5183,2637,50.88
20,91,736PFCL28,N2,2002,1002,50.05
20,92,737GS2028,GS,12548,11548,92.03
20,93,738GS2027,GS,186122,179122,96.24
20,94,738REC27TF,N2,3399,1910,56.19
20,95,739NHAI31A,ND,20,20,100.00
20,96,73GS2053,GS,2000,1500,75.00
20,97,741GS2036,GS,3800,3800,100.00
20,98,746GS2073,GS,56510,56510,100.00
20,99,74GS2062,GS,377,377,100.00
20,100,750IRFC35,NK,1921,1001,52.11
20,101,751HUDCO28,N5,100,100,100.00
20,102,753IRFC30,NJ,915,510,55.74
20,103,753NTPC30E,NC,31,31,100.00
20,104,754GS2036,GS,304090,301840,99.26
20,105,756TN53A,SG,300,300,100.00
20,106,762NTPC35F,ND,200,200,100.00
20,107,764HUDCO31,N8,1,1,100.00
20,108,764IRFC31,NO,439,439,100.00
20,109,764NABAR31,N2,150,150,100.00
20,110,769HUDCO31,N9,125,124,99.20
20,111,769NHAI31,NE,450,444,98.67
20,112,76NHAI31,NA,1464,1374,93.85
20,113,772GS2055,GS,4,4,100.00
20,114,774IREDA31,N7,622,622,100.00
20,115,775AP29,SG,500,500,100.00
20,116,78ABCL33,N1,12,12,100.00
20,117,795GS2032,GS,1723,1723,100.00
20,118,79NHIT35,N1,2477,2477,100.00
20,119,79NHIT40,N2,835,833,99.76
20,120,79NHIT47,N3,100,100,100.00
20,121,810IRFC27,N2,109,109,100.00
20,122,812REC27,NI,2230,2230,100.00
20,123,820IIFL27,N9,10,10,100.00
20,124,828GS2027,GS,6,3,50.00
20,125,82HUDCO27,N2,1515,1515,100.00
20,126,82IGT31,NJ,19,19,100.00
20,127,830NHAI27,N2,305,305,100.00
20,128,842IIFL26,NL,120,120,100.00
20,129,846REC28,N6,12,12,100.00
20,130,850CIFCL26,NE,17,17,100.00
20,131,850NHAI29,N5,1415,1415,100.00
20,132,85IFL26,NX,500,500,100.00
20,133,85LTF26,NM,56,56,100.00
20,134,85PFL26A,N7,19,19,100.00
20,135,863IRFC29,NC,5,5,100.00
20,136,865IIFL28,NS,30,30,100.00
20,137,865IRFC29,NA,1,1,100.00
20,138,865LTF26,NN,286,286,100.00
20,139,865SCL26,N8,100,100,100.00
20,140,865TCAPS27,N8,50,50,100.00
20,141,871REC28,N9,4397,3142,71.46
20,142,872MMFSL26,N1,10,10,100.00
20,143,873NTPC28,N5,500,500,100.00
20,144,875IHFL29,ND,294,294,100.00
20,145,875NHAI29,N6,2553,2270,88.92
20,146,875PCHFL26,N8,100,100,100.00
20,147,876HUDCO28,ND,217,217,100.00
20,148,880IREDA29,N5,289,260,89.97
20,149,885AEL28,NB,92,92,100.00
20,150,885IHL26,N1,14,14,100.00
20,151,885TCAPS29,NC,30,0,0.00
20,152,888IRFC29,NE,200,100,50.00
20,153,888REC29,NF,1160,1160,100.00
20,154,888SCL28,NA,10,10,100.00
20,155,890NHB34,N7,10,10,100.00
20,156,891IIFCL34,N4,37,35,94.59
20,157,891NTPC33,N6,100,100,100.00
20,158,892PFCL33,N8,4210,3570,84.80
20,159,895AEL27,N9,474,412,86.92
20,160,897MOFSL29,N4,65,65,100.00
20,161,898LTF29,N7,1,1,100.00
20,162,8SMC29,N1,38,38,100.00
20,163,8SMC30,N2,185,185,100.00
20,164,901HUDCO34,NE,200,200,100.00
20,165,903SFL28,YI,95,92,96.84
20,166,905LTF27,NF,90,90,100.00
20,167,910TCAP28,NA,410,400,97.56
20,168,915AEL28,NC,20,20,100.00
20,169,915SCL26,NE,112,112,100.00
20,170,91D020126,TB,400,200,50.00
20,171,91D041225,TB,500,500,100.00
20,172,91D060226,TB,1300,1100,84.62
20,173,91D111225,TB,100,100,100.00
20,174,91D230126,TB,300,200,66.67
20,175,91D290126,TB,100,100,100.00
20,176,91MOFSL27,N2,866,866,100.00
20,177,920PFL28,N2,30,30,100.00
20,178,925SCL26B,YQ,10,10,100.00
20,179,925SCL29A,ZM,300,300,100.00
20,180,92GS2030,GS,18494,18244,98.65
20,181,930AEL30,NF,67,67,100.00
20,182,930APMD33,N0,46,46,100.00
20,183,930APMD35,N0,1,1,100.00
20,184,935PFL33,N3,1,1,100.00
20,185,935TSIIC28,N0,3,3,100.00
20,186,93MOFSL34,N6,67,67,100.00
20,187,943ECL28,NJ,217,217,100.00
20,188,948SCL26A,NN,1137,1137,100.00
20,189,94SFL28,YL,1,1,100.00
20,190,950ISF27C,N0,10,10,100.00
20,191,956AEL29,N6,20,20,100.00
20,192,957NIDO26,N5,20,20,100.00
20,193,960IIFL30,Y2,1100,1100,100.00
20,194,960ISFL25,N1,10,10,100.00
20,195,965AEL27,N4,1011,1011,100.00
20,196,965SCL25B,Y1,1,1,100.00
20,197,965SCL25C,N0,100,100,100.00
20,198,965SCL26,YO,10,10,100.00
20,199,96IIFL28,N5,3097,2703,87.28
20,200,96IIFL28A,NF,2197,1947,88.62
20,201,971SCL28,AN,3,3,100.00
20,202,975ISF28,N0,3,3,100.00
20,203,975SCL29,N0,1,1,100.00
20,204,975SCL35,N0,1,1,100.00
20,205,97MOFSL34,N7,10,10,100.00
20,206,97SFL28,YS,230,230,100.00
20,207,985ECL28,NK,808,808,100.00
20,208,985SFIL28,NO,200,200,100.00
20,209,990SCL27,YT,10,10,100.00
20,210,990SCL28,N1,13,13,100.00
20,211,995SCL2035,NM,83,83,100.00
20,212,99AEL29,N7,20,20,100.00
20,213,9AEL30,NE,25,25,100.00
20,214,9MMFSML,N2,205,203,99.02
20,215,9SCL27,N2,80,60,75.00
20,216,A2ZINFRA,EQ,310510,174189,56.10
20,217,AADHARHFC,EQ,150820,109814,72.81
20,218,AAKAAR,SM,24000,16000,66.67
20,219,AAKASH,EQ,110647,79579,71.92
20,220,AARADHYA,ST,2400,2400,100.00
