Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,21072025,1352914081,0002735
Trade Date <21-JUL-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003ISFL28,N4,180,180,100.00
20,2,1003SFIL28,NX,30,30,100.00
20,3,1015ECL29,NR,1403,1398,99.64
20,4,1015UCL26,N1,5,5,100.00
20,5,1018GS2026,GS,4155,3154,75.91
20,6,1025IIFL30,Y3,150,150,100.00
20,7,1025NFL25,N5,100,100,100.00
20,8,1025SCL34A,ZT,2,2,100.00
20,9,1025SCL35A,N1,35,35,100.00
20,10,1025UCL26A,N1,5,5,100.00
20,11,1039UCL26,NE,7,7,100.00
20,12,1050ISFL28,N5,5,5,100.00
20,13,1050SCL31,ZP,20,20,100.00
20,14,1060ECL29,NS,55,55,100.00
20,15,1065NFL27,NC,29,29,100.00
20,16,1075NFL25,N6,4,4,100.00
20,17,1075UCL25,N9,2,2,100.00
20,18,10IIFL28,N4,4345,4338,99.84
20,19,10IIFL28A,NE,375,375,100.00
20,20,10IIFL29,N6,1100,1000,90.91
20,21,10IIFLSF27,NB,25,25,100.00
20,22,10NFL25,N9,33,33,100.00
20,23,10NIDO26,N6,832,832,100.00
20,24,10SCL30A,BV,21,21,100.00
20,25,1119NFL27,ND,225,215,95.56
20,26,12VCCL29B,N0,3,3,100.00
20,27,182D110925,TB,200,200,100.00
20,28,182D201125,TB,100,100,100.00
20,29,182D231025,TB,200,200,100.00
20,30,20MICRONS,EQ,486773,184319,37.87
20,31,21STCENMGM,EQ,9387,4993,53.19
20,32,360ONE,EQ,441201,191224,43.34
20,33,364D041225,TB,20000,20000,100.00
20,34,364D111225,TB,100,100,100.00
20,35,364D120226,TB,10200,10200,100.00
20,36,364D150825,TB,500,500,100.00
20,37,364D240426,TB,800,800,100.00
20,38,364D240725,TB,19000,19000,100.00
20,39,364D301025,TB,100,100,100.00
20,40,3IINFOLTD,EQ,309546,183419,59.25
20,41,3MINDIA,EQ,6562,4588,69.92
20,42,3PLAND,EQ,4492,3274,72.89
20,43,574GS2026,GS,20,16,80.00
20,44,5PAISA,EQ,17021,7992,46.95
20,45,610GS2031,GS,3001,3001,100.00
20,46,622GS2035,GS,2,1,50.00
20,47,633GS2035,GS,100,100,100.00
20,48,63MOONS,EQ,274525,111066,40.46
20,49,654GS2032,GS,63549,63549,100.00
20,50,664GS2027,GS,50,50,100.00
20,51,664GS2035,GS,10,10,100.00
20,52,667GS2035,GS,1503,1503,100.00
20,53,667GS2050,GS,7,7,100.00
20,54,676GS2061,GS,1,1,100.00
20,55,679GS2031,GS,900,900,100.00
20,56,68GS2060,GS,2158,2157,99.95
20,57,692GS2039,GS,5900,3800,64.41
20,58,699GS2026,GS,1,1,100.00
20,59,699GS2051,GS,9098,9000,98.92
20,60,702GS2027,GS,11458,11458,100.00
20,61,702GS2031,GS,100,100,100.00
20,62,704GS2029,GS,7999,5244,65.56
20,63,706GS2028,GS,650,650,100.00
20,64,709GS2054,GS,5905,5500,93.14
20,65,709GS2074,GS,5018,5018,100.00
20,66,710GS2029,GS,16121,16121,100.00
20,67,717GS2030,GS,400,300,75.00
20,68,718GS2033,GS,142509,141509,99.30
20,69,718GS2037,GS,70361,50801,72.20
20,70,71GS2034,GS,25,25,100.00
20,71,725GS2063,GS,41180,41180,100.00
20,72,726GS2029,GS,900,900,100.00
20,73,726GS2032,GS,26858,26858,100.00
20,74,728IRFC30,NG,1000,1000,100.00
20,75,729IRFC26,NN,10,10,100.00
20,76,732GS2030,GS,3200,3200,100.00
20,77,732IRFC25,NI,7,7,100.00
20,78,733GS2026,GS,1501,1501,100.00
20,79,734GS2064,GS,15400,15400,100.00
20,80,736GS2052,GS,3,1,33.33
20,81,736NTPC25D,NB,214,157,73.36
20,82,736PFCL28,N2,5,5,100.00
20,83,737NTPC35C,NA,18,18,100.00
20,84,738GS2027,GS,55409,55409,100.00
20,85,738REC27TF,N2,5,5,100.00
20,86,739NHAI26,N8,501,501,100.00
20,87,739NHAI31A,ND,200,100,50.00
20,88,73GS2053,GS,6200,6200,100.00
20,89,741GS2036,GS,4001,4001,100.00
20,90,743REC35,NH,215,215,100.00
20,91,746GS2073,GS,2050,1850,90.24
20,92,74GS2062,GS,72,67,93.06
20,93,750IRFC35,NK,20,20,100.00
20,94,751HUDCO28,N5,1,1,100.00
20,95,753IRFC30,NJ,1,1,100.00
20,96,754GS2036,GS,334976,324600,96.90
20,97,762NTPC35F,ND,80,80,100.00
20,98,764HUDCO31,N8,2,2,100.00
20,99,764IRFC31,NO,1060,1050,99.06
20,100,764NABAR31,N2,252,252,100.00
20,101,769HUDCO31,N9,5,5,100.00
20,102,769NHAI31,NE,617,617,100.00
20,103,76NHAI31,NA,11,11,100.00
20,104,772GS2055,GS,1,1,100.00
20,105,797IGT31,NL,20,20,100.00
20,106,79NHIT35,N1,3067,3067,100.00
20,107,79NHIT40,N2,860,860,100.00
20,108,79NHIT47,N3,2258,2258,100.00
20,109,810IRFC27,N2,508,505,99.41
20,110,81TCHF28,N8,1,1,100.00
20,111,824GS2027,GS,41,41,100.00
20,112,82HUDCO27,N2,449,449,100.00
20,113,82IGT31,NJ,1000,1000,100.00
20,114,830NHAI27,N2,100,100,100.00
20,115,830PFCL27,N5,151,151,100.00
20,116,840CIFCL28,N4,10,10,100.00
20,117,840IRFC29,N8,4500,2500,55.56
20,118,842IIFL26,NL,191,191,100.00
20,119,843IHFL29,NC,100,100,100.00
20,120,847SCL25,Z2,4,4,100.00
20,121,84TCHF28,NA,100,100,100.00
20,122,850CIFCL26,NE,30,30,100.00
20,123,850NHAI29,N5,1,1,100.00
20,124,855IREDA29,N2,3000,2000,66.67
20,125,865IIFL28,NS,522,522,100.00
20,126,865IRFC29,NA,544,544,100.00
20,127,865LTF26,NN,853,851,99.77
20,128,865TCAPS27,N8,50,50,100.00
20,129,871REC28,N9,1058,721,68.15
20,130,872MMFSL26,N1,10,10,100.00
20,131,875IIFL26A,NQ,20,20,100.00
20,132,875NHAI29,N6,1230,1180,95.93
20,133,875SFL27,ZF,21,21,100.00
20,134,876HUDCO28,ND,2549,2549,100.00
20,135,87LTF27,NH,20,19,95.00
20,136,880IREDA29,N5,50,50,100.00
20,137,880IREDA34,N6,91,91,100.00
20,138,885AEL28,NB,638,638,100.00
20,139,885IHL26,N1,70,70,100.00
20,140,888ERFL28,N5,233,128,54.94
20,141,888IHFL25F,NC,10,10,100.00
20,142,888IRFC29,NE,90,90,100.00
20,143,889SCL26,NS,25,25,100.00
