Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,08042025,1225675264,0002750
Trade Date <08-APR-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0SCL26,YR,4,4,100.00
20,2,1003IIFL29,NC,102,15,14.71
20,3,1003ISFL28,N4,230,230,100.00
20,4,1015ECL29,NR,215,198,92.09
20,5,1015UCL26,N1,10,10,100.00
20,6,1018GS2026,GS,2643,2010,76.05
20,7,1025NFL25,N5,41,41,100.00
20,8,1025SCL35A,N1,1,1,100.00
20,9,1030SFIL28,NM,1,1,100.00
20,10,1040NFL26,NA,232,113,48.71
20,11,1040UCL27B,N1,20,20,100.00
20,12,1050ISFL28,N5,30,15,50.00
20,13,1050NFL26,N7,777,777,100.00
20,14,1050UCL25,N7,112,112,100.00
20,15,105IIFL29,N7,171,171,100.00
20,16,1060ECL29,NS,44,44,100.00
20,17,1065NFL27,NC,302,302,100.00
20,18,10IIFL28,N4,1095,1095,100.00
20,19,10IIFL28A,NE,453,453,100.00
20,20,10IIFL29,N6,48,48,100.00
20,21,10NIDO26,N6,244,244,100.00
20,22,182D040925,TB,35000,35000,100.00
20,23,182D170425,TB,3100,3100,100.00
20,24,182D240425,TB,2000,2000,100.00
20,25,182D290825,TB,2000,2000,100.00
20,26,20MICRONS,EQ,84100,36451,43.34
20,27,21STCENMGM,EQ,4691,3993,85.12
20,28,360ONE,EQ,880189,444558,50.51
20,29,364D031025,TB,25000,25000,100.00
20,30,364D041225,TB,20000,20000,100.00
20,31,364D070825,TB,500,500,100.00
20,32,364D080525,TB,600,600,100.00
20,33,364D161025,TB,12500,12500,100.00
20,34,364D180425,TB,500,500,100.00
20,35,364D240425,TB,1000,1000,100.00
20,36,364D240725,TB,100,100,100.00
20,37,364D270226,TB,500,500,100.00
20,38,3IINFOLTD,EQ,325148,115443,35.50
20,39,3MINDIA,EQ,2662,1224,45.98
20,40,3PLAND,EQ,5612,3831,68.26
20,41,563GS2026,GS,241,241,100.00
20,42,574GS2026,GS,3996,3996,100.00
20,43,5PAISA,EQ,18174,4639,25.53
20,44,601GS2028,GS,1998,0,0.00
20,45,613GS2028,GS,2,2,100.00
20,46,63MOONS,EQ,175456,103034,58.72
20,47,662GS2051,GS,130,130,100.00
20,48,664GS2035,GS,4,4,100.00
20,49,667GS2050,GS,589,589,100.00
20,50,675GS2029,GS,500,500,100.00
20,51,679GS2031,GS,100,100,100.00
20,52,679GS2034,GS,3034,3000,98.88
20,53,692GS2039,GS,1000,1000,100.00
20,54,695GS2061,GS,1136,1103,97.10
20,55,697GR2034,GS,100,100,100.00
20,56,698GR2054,GS,100,100,100.00
20,57,699GS2026,GS,3275,3274,99.97
20,58,699GS2051,GS,12018,12018,100.00
20,59,702GS2027,GS,5100,5100,100.00
20,60,702GS2031,GS,2200,2100,95.45
20,61,704GS2029,GS,7700,7700,100.00
20,62,706GS2028,GS,5901,5901,100.00
20,63,709GS2074,GS,100,100,100.00
20,64,710GS2029,GS,45468,45468,100.00
20,65,716GS2050,GS,5,5,100.00
20,66,717GS2030,GS,6289,6288,99.98
20,67,718GS2033,GS,1500,1500,100.00
20,68,718GS2037,GS,8350,5850,70.06
20,69,719GS2060,GS,1000,1000,100.00
20,70,725GS2063,GS,10011,10011,100.00
20,71,726GS2032,GS,15575,15575,100.00
20,72,726GS2033,GS,12300,12300,100.00
20,73,727GS2026,GS,3874,3874,100.00
20,74,732GS2030,GS,1400,1400,100.00
20,75,733GS2026,GS,200,200,100.00
20,76,734GS2064,GS,2191,2191,100.00
20,77,734IRFC28,N4,148,148,100.00
