Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,09092025,1391588223,0002893
Trade Date <09-SEP-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,1,1,100.00
20,2,1003ISFL28,N4,100,100,100.00
20,3,1003SFIL28,NX,20,20,100.00
20,4,1015ECL29,NR,75,73,97.33
20,5,1015UCL26,N1,100,100,100.00
20,6,1015UCL27,NF,4,4,100.00
20,7,1018GS2026,GS,985,985,100.00
20,8,1025SCL34,Z8,52,52,100.00
20,9,1025SCL34A,ZT,10,10,100.00
20,10,1025SCL34Z,N1,10,10,100.00
20,11,1035UCL26,NA,38,38,100.00
20,12,1039UCL26,NE,10,10,100.00
20,13,1040UCL27B,N1,86,86,100.00
20,14,1050NFL26,N7,20,20,100.00
20,15,1050UCL25,N7,465,465,100.00
20,16,1050UCL28,NH,99,99,100.00
20,17,1065NFL27,NC,177,177,100.00
20,18,10IIFL28,N4,60,60,100.00
20,19,10IIFL28A,NE,601,601,100.00
20,20,10IIFL29,N6,2612,1935,74.08
20,21,10ISFL26,N3,30,30,100.00
20,22,10NIDO26,N6,202,202,100.00
20,23,10SCL30A,BV,10,10,100.00
20,24,10UCL26,ND,2,2,100.00
20,25,113ESFB31,N0,4,4,100.00
20,26,182D101025,TB,100,100,100.00
20,27,182D180925,TB,100,100,100.00
20,28,20MICRONS,EQ,105914,62713,59.21
20,29,21STCENMGM,EQ,6139,4205,68.50
20,30,360ONE,EQ,819360,691811,84.43
20,31,364D040626,TB,200,100,50.00
20,32,3IINFOLTD,EQ,119490,84416,70.65
20,33,3MINDIA,EQ,10275,5667,55.15
20,34,3PLAND,EQ,5194,3413,65.71
20,35,563GS2026,GS,2,1,50.00
20,36,577GS2030,GS,898,898,100.00
20,37,591GS2028,GS,100,100,100.00
20,38,5PAISA,EQ,7048,4093,58.07
20,39,619GS2034,GS,1,1,100.00
20,40,633GS2035,GS,200,200,100.00
20,41,63MOONS,EQ,541367,107335,19.83
20,42,664GS2027,GS,100,100,100.00
20,43,668GS2040,GS,2,1,50.00
20,44,675GS2029,GS,800,400,50.00
20,45,676GS2061,GS,2011,2011,100.00
20,46,679GS2034,GS,1201,1200,99.92
20,47,679GS2034A,GS,1000,1000,100.00
20,48,690GS2065,GS,27801,27801,100.00
20,49,695GS2061,GS,31,31,100.00
20,50,699GS2026,GS,1051,1051,100.00
20,51,699GS2051,GS,330,330,100.00
20,52,702GS2027,GS,5817,5817,100.00
20,53,706GS2028,GS,5000,5000,100.00
20,54,709GS2054,GS,3050,3050,100.00
20,55,709GS2074,GS,542377,542377,100.00
20,56,710GS2029,GS,6,3,50.00
20,57,716GS2050,GS,1530,1530,100.00
20,58,717GS2030,GS,1801,1801,100.00
20,59,718GS2037,GS,90451,90450,100.00
20,60,719GS2060,GS,1611,1611,100.00
20,61,724GS2055,GS,200,200,100.00
20,62,725GS2063,GS,87199,87198,100.00
20,63,726GS2032,GS,14500,14500,100.00
20,64,729NHAI26,NC,1,1,100.00
20,65,732GS2030,GS,2000,2000,100.00
20,66,732IRFC25,NI,80,80,100.00
20,67,733GS2026,GS,1500,1500,100.00
20,68,734GS2064,GS,3502,3502,100.00
20,69,735NABAR31,N1,1,1,100.00
20,70,736GS2052,GS,10,10,100.00
20,71,737GS2028,GS,1427,1427,100.00
20,72,738GS2027,GS,44278,44278,100.00
20,73,739NHAI26,N8,1014,1014,100.00
20,74,73GS2053,GS,2201,2201,100.00
20,75,741GS2036,GS,17500,17500,100.00
20,76,743REC35,NH,280,280,100.00
20,77,746GS2073,GS,76927,67185,87.34
20,78,74GS2062,GS,18442,18442,100.00
20,79,750IRFC35,NK,1,1,100.00
20,80,753IRFC30,NJ,1081,837,77.43
20,81,754GS2036,GS,243877,242872,99.59
20,82,757GS2033,GS,2000,2000,100.00
20,83,760PFCL35,N3,8,4,50.00
20,84,762NTPC35F,ND,151,151,100.00
20,85,764HUDCO31,N8,600,570,95.00
20,86,764NABAR31,N2,1430,1075,75.17
20,87,769HUDCO31,N9,1365,1315,96.34
20,88,769NHAI31,NE,1,1,100.00
20,89,76NHAI31,NA,70,70,100.00
20,90,77AP29A,SG,100,100,100.00
20,91,78ABCL33,N1,410,410,100.00
20,92,797IGT31,NL,50,50,100.00
20,93,812REC27,NI,695,695,100.00
20,94,81TCHF28,N8,29,29,100.00
20,95,820IIFL27,N9,1123,1113,99.11
20,96,82HUDCO27,N2,876,588,67.12
20,97,830NHAI27,N2,2467,1697,68.79
20,98,840IRFC29,N8,1,1,100.00
20,99,842IIFL26,NL,664,664,100.00
20,100,847SCL25,Z2,14,14,100.00
20,101,863IRFC29,NC,982,982,100.00
20,102,865IFL28,NZ,36,36,100.00
20,103,865IHFL27,N1,600,300,50.00
20,104,865IIFL28,NS,3001,2980,99.30
20,105,865IRFC29,NA,650,524,80.62
20,106,865LTF26,NN,53,53,100.00
20,107,865SCL27,N4,2,2,100.00
20,108,865TCAPS27,N8,95,95,100.00
20,109,871REC28,N9,128,128,100.00
20,110,872MMFSL26,N1,6,6,100.00
20,111,875IIFL26,NM,5,5,100.00
20,112,875NHAI29,N6,1317,662,50.27
20,113,876HUDCO28,ND,10,10,100.00
20,114,87LTF27,NH,4,4,100.00
20,115,885AEL28,NB,210,210,100.00
20,116,888IRFC29,NE,500,312,62.40
20,117,888NHB29,N5,2,2,100.00
20,118,891IIFCL34,N4,1,1,100.00
20,119,891NTPC33,N6,297,210,70.71
20,120,892PFCL33,N8,350,350,100.00
20,121,893NHB29,N6,100,100,100.00
20,122,895AEL27,N9,65,65,100.00
20,123,897MOFSL29,N4,303,269,88.78
20,124,89IHFL29,N1,10,10,100.00
20,125,901HUDCO34,NE,352,352,100.00
20,126,903SFL28,YI,12,12,100.00
20,127,915AEL28,NC,425,425,100.00
20,128,915SCL26,NE,328,328,100.00
20,129,91D021025,TB,300,200,66.67
20,130,91D041225,TB,400,200,50.00
20,131,91D061125,TB,8200,8200,100.00
20,132,91D180925,TB,300,300,100.00
20,133,91D201125,TB,200,200,100.00
20,134,91D231025,TB,1000,1000,100.00
20,135,920IIFLS26,N8,200,200,100.00
20,136,925CAGL26,N9,100,100,100.00
20,137,925SCL2028,N8,25,25,100.00
20,138,92SFIL28,ND,20,20,100.00
20,139,930AEL30,NF,3126,2810,89.89
20,140,930APMD29,N0,2,2,100.00
20,141,930APMD30,N0,50,50,100.00
20,142,930APMD32,N0,4,4,100.00
20,143,935TSI29,N0,3,3,100.00
20,144,935TSIIC33,N0,4,4,100.00
20,145,943ECL28,NJ,20,20,100.00
20,146,94SFL28,YL,203,150,73.89
20,147,950ISF27,N0,2,0,0.00
20,148,955SCL35,NO,9,9,100.00
20,149,965AEL27,N4,1582,1582,100.00
20,150,965SCL25B,Y1,10,10,100.00
20,151,965SCL25C,N0,79,79,100.00
20,152,965SCL25E,BF,230,120,52.17
20,153,965SCL26A,ZB,44,44,100.00
20,154,965SCL26F,N1,10,10,100.00
20,155,96IIFL28,N5,2172,1735,79.88
20,156,96IIFL28A,NF,1294,1096,84.70
20,157,96SFIL24A,NB,20,20,100.00
20,158,971SCL28I,BC,5,5,100.00
20,159,97SFL26,Z9,67,50,74.63
20,160,985ECL28,NK,61,36,59.02
20,161,990SCL26,N7,25,25,100.00
20,162,990SCL28,N1,1,1,100.00
20,163,995SCL2035,NM,30,20,66.67
20,164,99AEL29,N7,20,20,100.00
20,165,9AEL30,NE,2338,2338,100.00
20,166,9IIFL28,Y0,152,152,100.00
20,167,9MMFSML,N2,85,75,88.24
20,168,9PCHFL31A,NA,90,90,100.00
20,169,9PEL25,N0,50,50,100.00
20,170,9SCL26BA,NA,316,316,100.00
20,171,9SCL27,N2,100,99,99.00
20,172,AAATECH,EQ,123479,21675,17.55
20,173,AADHARHFC,EQ,405773,171047,42.15
20,174,AAKAAR,SM,11200,9600,85.71
20,175,AARADHYA,SM,1200,1200,100.00
20,176,AARON,EQ,27915,14442,51.74
20,177,AARTECH,EQ,38727,28357,73.22
20,178,AARTIDRUGS,EQ,267757,125172,46.75
20,179,AARTIIND,EQ,329228,133658,40.60
20,180,AARTIPHARM,EQ,235539,121000,51.37
20,181,AARTISURF,EQ,3209,2203,68.65
20,182,AARVI,EQ,8700,5767,66.29
20,183,AATMAJ,SM,4000,4000,100.00
20,184,AAVAS,EQ,64064,38423,59.98
20,185,ABB,EQ,150868,99854,66.19
20,186,ABBOTINDIA,EQ,6471,3781,58.43
20,187,ABCAPITAL,EQ,4789449,1934153,40.38
20,188,ABCOTS,SM,6750,3000,44.44
20,189,ABDL,EQ,148525,93997,63.29
20,190,ABFRL,EQ,18714097,4210256,22.50
20,191,ABGSEC,EQ,2095,1895,90.45
20,192,ABHAPOWER,ST,3200,3200,100.00
20,193,ABINFRA,EQ,42893,27491,64.09
20,194,ABLBL,EQ,3601263,1813815,50.37
20,195,ABREL,EQ,92457,55023,59.51
20,196,ABSLAMC,EQ,157913,80304,50.85
20,197,ABSLBANETF,EQ,31101,27761,89.26
20,198,ABSLLIQUID,EQ,1495,1259,84.21
20,199,ABSLNN50ET,EQ,9531,7726,81.06
20,200,ABSLPSE,EQ,35215,29742,84.46
20,201,ABSMARINE,SM,22000,13000,59.09
20,202,ACC,EQ,234661,153931,65.60
20,203,ACCELYA,EQ,5115,3256,63.66
20,204,ACCENTMIC,ST,21500,21000,97.67
20,205,ACCPL,SM,15600,12000,76.92
20,206,ACCURACY,EQ,153665,105225,68.48
20,207,ACE,EQ,5194212,532624,10.25
20,208,ACEINTEG,EQ,306221,65275,21.32
20,209,ACI,EQ,128878,43768,33.96
20,210,ACLGATI,EQ,68887,49583,71.98
20,211,ACMESOLAR,EQ,835291,330522,39.57
20,212,ACUTAAS,EQ,589269,364312,61.82
20,213,ADANIENSOL,EQ,1363001,785665,57.64
20,214,ADANIENT,EQ,369431,102396,27.72
20,215,ADANIGREEN,EQ,868754,273406,31.47
20,216,ADANIPORTS,EQ,3515252,1897768,53.99
20,217,ADANIPOWER,EQ,5547306,1775101,32.00
20,218,ADFFOODS,EQ,67768,34468,50.86
20,219,ADL,EQ,12093,7623,63.04
20,220,ADOR,EQ,2180,1495,68.58
20,221,ADROITINFO,EQ,28905,23856,82.53
20,222,ADSL,EQ,88842,47880,53.89
20,223,ADVANIHOTR,EQ,50120,20161,40.23
20,224,ADVENZYMES,EQ,110306,53483,48.49
20,225,AEGISLOG,EQ,204061,119984,58.80
20,226,AEGISVOPAK,EQ,93735,41503,44.28
20,227,AEL170725A,NG,200,200,100.00
20,228,AEL17725,NA,87,82,94.25
20,229,AEROENTER,EQ,87566,50352,57.50
20,230,AEROFLEX,EQ,217422,97190,44.70
20,231,AERON,SM,4000,3000,75.00
20,232,AERONEU,EQ,21081,6641,31.50
20,233,AESTHETIK,ST,38000,38000,100.00
20,234,AETHER,EQ,130373,104081,79.83
20,235,AFCONS,EQ,1034786,908090,87.76
20,236,AFFLE,EQ,2071121,633817,30.60
20,237,AFFORDABLE,EQ,120484,75278,62.48
20,238,AFIL,EQ,1733438,1308151,75.47
20,239,AFSL,EQ,15482,3405,21.99
20,240,AGARIND,EQ,22471,12340,54.92
20,241,AGARWALEYE,EQ,163241,134232,82.23
20,242,AGARWALFT,SM,45000,27000,60.00
20,243,AGARWALTUF,SM,30000,26400,88.00
20,244,AGI,EQ,48997,25757,52.57
20,245,AGIIL,EQ,13830,8623,62.35
20,246,AGNI,ST,10000,7500,75.00
20,247,AGRITECH,EQ,1907,1356,71.11
20,248,AGUL,SM,32000,28000,87.50
20,249,AHLADA,EQ,10995,8417,76.55
20,250,AHLEAST,EQ,22954,20531,89.44
20,251,AHLUCONT,EQ,61510,49130,79.87
20,252,AIAENG,EQ,102447,87763,85.67
20,253,AIIL,EQ,105266,52102,49.50
20,254,AILIMITED,SM,1500,1500,100.00
20,255,AIMTRON,SM,48000,29600,61.67
20,256,AIRAN,EQ,50739,32967,64.97
20,257,AIROLAM,EQ,1161,885,76.23
20,258,AIRTELPP,E1,29736,17058,57.36
20,259,AISL,SM,6000,6000,100.00
20,260,AJANTPHARM,EQ,27521,15209,55.26
