Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,13032025,1206275392,0002688
Trade Date <13-MAR-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003IIFL29,NC,10,10,100.00
20,2,1003SCFL31,Z4,20,0,0.00
20,3,1003SFIL28,NX,48,34,70.83
20,4,1015ECL29,NR,55,50,90.91
20,5,1018GS2026,GS,26570,26570,100.00
20,6,1025SCL34,Z8,60,60,100.00
20,7,1030SFIL28,NM,25,25,100.00
20,8,1040UCL25,N4,50,50,100.00
20,9,1050ISFL28,N5,1044,1044,100.00
20,10,1050NFL26,N7,10,10,100.00
20,11,1050UCL25,N7,35,35,100.00
20,12,105IIFL29,N7,37,37,100.00
20,13,1065NFL27,NC,89,89,100.00
20,14,1075NFL25,N6,741,591,79.76
20,15,10IIFL28,N4,200,200,100.00
20,16,10IIFL28A,NE,80,80,100.00
20,17,10IIFL29,N6,10,5,50.00
20,18,10NFL25,N9,45,45,100.00
20,19,10NIDO26,N6,363,356,98.07
20,20,1119NFL27,ND,50,50,100.00
20,21,182D070825,TB,100,100,100.00
20,22,182D240725,TB,100,100,100.00
20,23,20MICRONS,EQ,51022,31826,62.38
20,24,360ONE,EQ,1427481,378221,26.50
20,25,364D110425,TB,200,200,100.00
20,26,364D120226,TB,100,100,100.00
20,27,364D150126,TB,100,100,100.00
20,28,364D190625,TB,300,200,66.67
20,29,364D200325,TB,1700,1700,100.00
20,30,364D231025,TB,100,100,100.00
20,31,3IINFOLTD,EQ,563276,348741,61.91
20,32,3MINDIA,EQ,2796,1245,44.53
20,33,563GS2026,GS,21,21,100.00
20,34,574GS2026,GS,7,7,100.00
20,35,5PAISA,EQ,24915,10995,44.13
20,36,63MOONS,EQ,123713,63876,51.63
20,37,664GS2027,GS,21700,21700,100.00
20,38,667GS2035,GS,2204,2099,95.24
20,39,667GS2050,GS,8813,8813,100.00
20,40,675GS2029,GS,100,100,100.00
20,41,676GS2061,GS,2738,2238,81.74
20,42,68GS2060,GS,1833,1833,100.00
20,43,695GS2061,GS,1571,1571,100.00
20,44,698GR2054,GS,400,400,100.00
20,45,699GS2026,GS,7800,7800,100.00
20,46,702GS2027,GS,249,249,100.00
20,47,702GS2031,GS,4400,4400,100.00
20,48,703RJ36,SG,50000,50000,100.00
20,49,704GS2029,GS,780,780,100.00
20,50,704IRFC28,N6,1,1,100.00
20,51,706GS2028,GS,38301,38301,100.00
20,52,709GS2054,GS,5275,5275,100.00
20,53,709GS2074,GS,614,600,97.72
20,54,710GS2029,GS,3709,3709,100.00
20,55,716GS2050,GS,312,312,100.00
20,56,717GS2030,GS,4975,4975,100.00
20,57,718GS2033,GS,5001,5001,100.00
20,58,719GS2060,GS,986,986,100.00
20,59,725GS2063,GS,48817,48807,99.98
20,60,726GS2032,GS,74500,54500,73.15
20,61,726GS2033,GS,699,699,100.00
20,62,729IRFC26,NN,1,1,100.00
20,63,729NHAI26,NC,10,10,100.00
20,64,732GS2030,GS,21188,21188,100.00
20,65,732IRFC25,NI,1060,1060,100.00
20,66,734GS2064,GS,1787,1787,100.00
20,67,734IRFC28,N4,1442,1440,99.86
20,68,736NTPC25D,NB,609,502,82.43
20,69,737GS2028,GS,2838,2838,100.00
20,70,738GS2027,GS,17490,17490,100.00
20,71,739NHAI26,N8,588,350,59.52
20,72,739NHAI31A,ND,2,2,100.00
20,73,741GS2036,GS,5011,5011,100.00
20,74,743REC35,NH,74,74,100.00
20,75,746GS2073,GS,388,368,94.85
20,76,74GS2062,GS,3,3,100.00
20,77,750IRFC35,NK,404,404,100.00
20,78,751HUDCO28,N5,1347,1247,92.58
20,79,753IRFC30,NJ,1,1,100.00
20,80,754GS2036,GS,291786,255934,87.71
20,81,762NTPC35F,ND,145,145,100.00
20,82,764HUDCO31,N8,2,1,50.00
20,83,764IRFC31,NO,940,940,100.00
20,84,764NABAR31,N2,1051,911,86.68
20,85,769HUDCO31,N9,169,169,100.00
20,86,769NHAI31,NE,1901,1901,100.00
20,87,76NHAI31,NA,1867,1565,83.82
20,88,774IREDA31,N7,180,180,100.00
20,89,797IGT31,NL,60,60,100.00
20,90,79NHIT35,N1,100,100,100.00
20,91,79NHIT40,N2,4,4,100.00
20,92,79NHIT47,N3,1497,1491,99.60
20,93,810IRFC27,N2,522,522,100.00
