Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,12082025,1033497779,0002763
Trade Date <12-AUG-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,1,1,100.00
20,2,0SCL26,YR,10,10,100.00
20,3,1015ECL29,NR,72,72,100.00
20,4,1015UCL26,N1,33,24,72.73
20,5,1018GS2026,GS,8,8,100.00
20,6,1025SCL34B,N1,470,470,100.00
20,7,1025UCL27A,NG,99,99,100.00
20,8,1050ISFL28,N5,17,17,100.00
20,9,105IIFL29,N7,200,200,100.00
20,10,1060ECL29,NS,80,80,100.00
20,11,1065NFL27,NC,11,11,100.00
20,12,10IIFL28,N4,308,308,100.00
20,13,10IIFL28A,NE,56,36,64.29
20,14,10IIFL29,N6,115,115,100.00
20,15,10ISFL26,N3,98,98,100.00
20,16,10NIDO26,N6,272,272,100.00
20,17,1102NFL26,N8,5,5,100.00
20,18,1119NFL27,ND,84,84,100.00
20,19,119VCCL26,N0,19,19,100.00
20,20,12VCCL29C,N0,4,4,100.00
20,21,182D041225,TB,400,200,50.00
20,22,182D101025,TB,100,100,100.00
20,23,20MICRONS,EQ,90253,38798,42.99
20,24,21STCENMGM,EQ,1654,1534,92.74
20,25,360ONE,EQ,1242101,841888,67.78
20,26,364D010126,TB,900,900,100.00
20,27,364D031025,TB,100,100,100.00
20,28,364D040925,TB,900,900,100.00
20,29,364D041225,TB,100,100,100.00
20,30,364D070526,TB,100,100,100.00
20,31,364D100426,TB,100,100,100.00
20,32,364D120226,TB,100,100,100.00
20,33,364D120326,TB,100,100,100.00
20,34,364D160726,TB,200,200,100.00
20,35,364D210825,TB,10000,10000,100.00
20,36,364D300726,TB,100,100,100.00
20,37,3IINFOLTD,EQ,126374,73263,57.97
20,38,3MINDIA,EQ,6426,2505,38.98
20,39,3PLAND,EQ,26095,5804,22.24
20,40,5PAISA,EQ,7989,3965,49.63
20,41,601GS2030,GS,200,200,100.00
20,42,628GS2032,GS,323,323,100.00
20,43,633GS2035,GS,2293,2293,100.00
20,44,63MOONS,EQ,157368,77882,49.49
20,45,664GS2035,GS,2000,2000,100.00
20,46,667GS2050,GS,3500,3500,100.00
20,47,668GS2040,GS,300,300,100.00
20,48,676GS2061,GS,5011,5011,100.00
20,49,679GS2031,GS,6131,6131,100.00
20,50,679GS2034A,GS,100,100,100.00
20,51,68GS2060,GS,115,97,84.35
20,52,690GS2065,GS,7690,7690,100.00
20,53,698GR2054,GS,300,300,100.00
20,54,699GS2026,GS,3,3,100.00
20,55,699GS2051,GS,500,500,100.00
20,56,702GS2027,GS,100,100,100.00
20,57,702GS2031,GS,6900,6900,100.00
20,58,704GS2029,GS,101,101,100.00
20,59,706GS2028,GS,252,252,100.00
20,60,709GS2054,GS,68530,68530,100.00
20,61,709GS2074,GS,485499,347098,71.49
20,62,710GS2029,GS,49157,49157,100.00
20,63,716GS2050,GS,144,144,100.00
20,64,717GS2030,GS,1600,1600,100.00
20,65,718GS2033,GS,3001,3001,100.00
20,66,719GS2060,GS,1,1,100.00
20,67,725GS2063,GS,28136,27536,97.87
20,68,726GS2032,GS,14301,14201,99.30
20,69,732IRFC25,NI,200,200,100.00
20,70,733GS2026,GS,790,790,100.00
20,71,734GS2064,GS,14896,14896,100.00
20,72,737GS2028,GS,2900,2900,100.00
20,73,738GS2027,GS,78228,78218,99.99
20,74,739NHAI26,N8,8,5,62.50
20,75,73GS2053,GS,1,1,100.00
20,76,741GS2036,GS,5932,5932,100.00
20,77,744AP36,SG,200,200,100.00
20,78,746GS2073,GS,1547,1545,99.87
20,79,747HR35,SG,200,200,100.00
20,80,749MH36,SG,100,100,100.00
20,81,74GS2062,GS,3357,3352,99.85
20,82,750IRFC35,NK,3089,3087,99.94
20,83,753IRFC30,NJ,1,1,100.00
20,84,754GS2036,GS,1216585,1212827,99.69
20,85,762GJ28,SG,100,100,100.00
20,86,762NTPC35F,ND,3,3,100.00
20,87,764HUDCO31,N8,1,1,100.00
20,88,764IRFC31,NO,3402,2502,73.54
20,89,764NABAR31,N2,2355,2091,88.79
20,90,769GS2043,GS,100,100,100.00
20,91,769HUDCO31,N9,5,5,100.00
20,92,769NHAI31,NE,414,414,100.00
20,93,76IGT26,ND,57,57,100.00
20,94,76NHAI31,NA,2817,2761,98.01
20,95,772GS2055,GS,2669,2669,100.00
20,96,774IREDA31,N7,6,3,50.00
20,97,774MZ33,SG,200,200,100.00
20,98,79IGT28,NF,40,40,100.00
20,99,79NHIT35,N1,1004,1004,100.00
20,100,79NHIT47,N3,94,94,100.00
20,101,810IRFC27,N2,178,169,94.94
20,102,81TCHF28,N8,20,20,100.00
20,103,820IIFL27,N9,29,29,100.00
20,104,824GS2027,GS,138,138,100.00
20,105,828GS2027,GS,15000,15000,100.00
20,106,82HUDCO27,N2,497,497,100.00
20,107,82IGT31,NJ,54,54,100.00
20,108,830NHAI27,N2,20156,15080,74.82
20,109,830PFCL27,N5,1205,1044,86.64
20,110,842IIFL26,NL,182,182,100.00
20,111,84TCHF28,NA,50,50,100.00
20,112,850NHAI29,N5,218,218,100.00
20,113,865IFL28,NZ,100,100,100.00
20,114,865IIFL28,NS,30,30,100.00
20,115,865IRFC29,NA,1104,1104,100.00
20,116,865LTF26,NN,310,307,99.03
20,117,865SCL27,N4,20,20,100.00
20,118,865TCAPS27,N8,52,50,96.15
20,119,871REC28,N9,1039,939,90.38
20,120,875NHAI29,N6,617,617,100.00
20,121,875SFL27,ZF,10,10,100.00
20,122,876HUDCO28,ND,215,215,100.00
20,123,879NHPC28,N5,61,31,50.82
20,124,879SCL26,NC,10,10,100.00
20,125,87LTF27,NH,220,220,100.00
20,126,880IREDA34,N6,80,80,100.00
20,127,883GS2041,GS,10,5,50.00
20,128,885AEL28,NB,248,248,100.00
20,129,885IHL26,N1,10,10,100.00
20,130,885SCL26,N9,10,10,100.00
20,131,885TCAPS29,NC,58,29,50.00
20,132,888IRFC29,NE,1086,1064,97.97
20,133,888NHB29,N5,137,137,100.00
20,134,892NHPC33,N6,210,210,100.00
20,135,892PFCL33,N8,5,5,100.00
20,136,893NHB29,N6,545,545,100.00
20,137,897MOFSL29,N4,91,91,100.00
20,138,898LTF29,N7,53,53,100.00
20,139,901HUDCO34,NE,223,218,97.76
20,140,901NHB34,N6,5,2,40.00
20,141,905LTF27,NF,18,18,100.00
20,142,910CAGL25,N7,200,200,100.00
20,143,915AEL28,NC,320,320,100.00
20,144,915SCL26,NE,21,21,100.00
20,145,91D021025,TB,100,100,100.00
20,146,91D040925,TB,600,600,100.00
20,147,91D061125,TB,100,100,100.00
20,148,91MOFSL27,N2,115,115,100.00
20,149,91SFL27,ZI,25,25,100.00
20,150,920PEL28,N2,80,40,50.00
20,151,925CAGL26,N9,100,100,100.00
20,152,925ERFL28,N6,3280,3280,100.00
20,153,92GS2030,GS,13813,13813,100.00
20,154,92SFIL28,ND,61,61,100.00
20,155,930AEL30,NF,592,592,100.00
20,156,930APMD28,N0,11,11,100.00
20,157,930APMD29,N0,2,2,100.00
20,158,930APMD35,N0,15,15,100.00
20,159,931SFL26,Z5,121,121,100.00
20,160,932AEL27,N3,90,90,100.00
20,161,935PEL33,N3,179,179,100.00
20,162,935TSIIC28,N0,1,1,100.00
20,163,935TSIIC33,N0,5,5,100.00
20,164,943ECL28,NJ,228,178,78.07
20,165,945SCL32,NL,10,10,100.00
20,166,94SFL28,YL,277,277,100.00
20,167,955SCL35,NO,33,20,60.61
20,168,957ICCL25,YW,9,9,100.00
20,169,957NIDO26,N5,21,21,100.00
20,170,965AEL27,N4,31,31,100.00
20,171,965SCL25A,NF,10,10,100.00
20,172,965SCL25C,N0,27,17,62.96
20,173,965SCL25F,NZ,42,42,100.00
20,174,965SCL26Y,N1,10,10,100.00
20,175,965SCL28,AK,5,5,100.00
20,176,96IIFL28,N5,875,874,99.89
20,177,96IIFL28A,NF,1164,987,84.79
20,178,96SFIL24A,NB,224,224,100.00
