Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,28102025,1922215178,0003070
Trade Date <28-OCT-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,8,8,100.00
20,2,1003SCL30A,NV,1535,1535,100.00
20,3,1015ECL29,NR,36,36,100.00
20,4,1015SCFL29,YY,10000,10000,100.00
20,5,1015UCL27,NF,218,192,88.07
20,6,1018GS2026,GS,12,7,58.33
20,7,1025SCL34A,ZT,136,136,100.00
20,8,1025UCL26A,N1,2,2,100.00
20,9,1030SFIL26,NJ,111,111,100.00
20,10,1035UCL26,NA,20,20,100.00
20,11,1039UCL26,NE,11,11,100.00
20,12,1040UCL27B,N1,52,51,98.08
20,13,1050IIFL29,ND,1,1,100.00
20,14,1050ISFL28,N5,20,20,100.00
20,15,105IIFL29,N7,290,290,100.00
20,16,1060ECL29,NS,400,200,50.00
20,17,1065NFL27,NC,355,355,100.00
20,18,1075SCL33A,N2,16,16,100.00
20,19,10CAGL27,N5,195,195,100.00
20,20,10IIFL28,N4,35,35,100.00
20,21,10IIFL28A,NE,149,149,100.00
20,22,10IIFL29,N6,562,562,100.00
20,23,10NIDO26,N6,504,504,100.00
20,24,10UCL26,ND,1,1,100.00
20,25,1102NFL26,N8,70,70,100.00
20,26,11UCL26,NC,328,328,100.00
20,27,12AFIL28,N0,57,57,100.00
20,28,12VCCL27A,N0,2,2,100.00
20,29,12VCCL29B,N0,1,1,100.00
20,30,182D010126,TB,500,500,100.00
20,31,182D050226,TB,100,100,100.00
20,32,182D050326,TB,100,100,100.00
20,33,182D080126,TB,200,100,50.00
20,34,182D120226,TB,200,100,50.00
20,35,182D120326,TB,100,100,100.00
20,36,182D190226,TB,100,100,100.00
20,37,182D190326,TB,100,100,100.00
20,38,182D240426,TB,200,100,50.00
20,39,182D260326,TB,300,300,100.00
20,40,182D270226,TB,100,100,100.00
20,41,182D290126,TB,100,100,100.00
20,42,20MICRONS,EQ,51403,30381,59.10
20,43,21STCENMGM,EQ,7661,5063,66.09
20,44,360ONE,EQ,500694,323961,64.70
20,45,364D020426,TB,2100,2100,100.00
20,46,364D050226,TB,100,100,100.00
20,47,364D100426,TB,100,100,100.00
20,48,364D110626,TB,100,100,100.00
20,49,364D111225,TB,1000,1000,100.00
20,50,364D150126,TB,100,100,100.00
20,51,364D250626,TB,100,100,100.00
20,52,364D261225,TB,1000,1000,100.00
20,53,3IINFOLTD,EQ,739143,365027,49.39
20,54,3MINDIA,EQ,1555,716,46.05
20,55,3PLAND,EQ,13001,11142,85.70
20,56,574GS2026,GS,3,3,100.00
20,57,577GS2030,GS,2,1,50.00
20,58,5PAISA,EQ,29717,14499,48.79
20,59,601GS2030,GS,1000,1000,100.00
20,60,622GS2035,GS,207,207,100.00
20,61,633GS2035,GS,11,11,100.00
20,62,63MOONS,EQ,138860,61999,44.65
20,63,648GS2035,GS,900,900,100.00
20,64,664GS2027,GS,300,300,100.00
20,65,667GS2050,GS,980,980,100.00
20,66,668GS2040,GS,12900,12900,100.00
20,67,676GS2061,GS,9505,8201,86.28
20,68,679GS2031,GS,101,101,100.00
20,69,679GS2034,GS,1500,1500,100.00
20,70,679GS2034A,GS,100,100,100.00
20,71,68GS2060,GS,311,311,100.00
20,72,690GS2065,GS,64094,63894,99.69
20,73,692GS2039,GS,14351,11350,79.09
20,74,698GR2054,GS,400,400,100.00
20,75,699GS2026,GS,1103,1102,99.91
20,76,699GS2051,GS,22191,21921,98.78
20,77,702GS2027,GS,1100,1100,100.00
20,78,704GS2029,GS,10000,10000,100.00
20,79,704IRFC28,N6,42,40,95.24
20,80,706GS2028,GS,1000,1000,100.00
20,81,709GS2054,GS,51101,51101,100.00
20,82,709GS2074,GS,281431,281431,100.00
20,83,710GS2029,GS,46375,46375,100.00
20,84,713MH37,SG,100,100,100.00
20,85,716GS2050,GS,3634,3634,100.00
20,86,717GS2030,GS,6001,5730,95.48
20,87,718GS2033,GS,12240,12240,100.00
20,88,718GS2037,GS,3000,3000,100.00
20,89,719HUDCO28,N7,50,30,60.00
20,90,724GS2055,GS,1800,1800,100.00
20,91,725GS2063,GS,253938,253890,99.98
20,92,726GS2032,GS,10000,10000,100.00
20,93,729NHAI26,NC,80,80,100.00
20,94,732GS2030,GS,1604,1500,93.52
20,95,732IRFC25,NI,1584,1584,100.00
20,96,733GS2026,GS,1100,1100,100.00
20,97,734GS2064,GS,361095,360310,99.78
20,98,735NHAI31,N9,2888,1878,65.03
20,99,737GS2028,GS,15964,15699,98.34
20,100,738GS2027,GS,90933,90933,100.00
20,101,738HR34,SG,100,100,100.00
20,102,738REC27TF,N2,216,216,100.00
20,103,739NHAI26,N8,58,58,100.00
20,104,739NHAI31A,ND,60,60,100.00
20,105,73GS2053,GS,972922,972322,99.94
20,106,741GS2036,GS,11700,11700,100.00
20,107,746GS2073,GS,114873,111362,96.94
20,108,74GS2062,GS,2000,2000,100.00
20,109,751HUDCO28,N5,50,25,50.00
20,110,753IRFC30,NJ,151,151,100.00
20,111,753NTPC30E,NC,2,2,100.00
20,112,754GS2036,GS,479029,476426,99.46
20,113,758GJ26,SG,200,200,100.00
20,114,758GJ32,SG,200,100,50.00
20,115,759GS2026,GS,400,400,100.00
20,116,762NTPC35F,ND,16,16,100.00
20,117,764HUDCO31,N8,225,225,100.00
20,118,764IRFC31,NO,588,588,100.00
20,119,764NABAR31,N2,417,245,58.75
20,120,769NHAI31,NE,474,472,99.58
20,121,76IGT26,ND,18,18,100.00
20,122,76NHAI31,NA,1805,1803,99.89
20,123,772GS2055,GS,117,117,100.00
20,124,773MH36,SG,100,100,100.00
20,125,774IREDA31,N7,535,535,100.00
20,126,777PN33,SG,100,100,100.00
20,127,797IGT31,NL,70,70,100.00
20,128,79NHIT35,N1,3412,2606,76.38
20,129,79NHIT40,N2,12,4,33.33
20,130,79NHIT47,N3,138,120,86.96
20,131,810IRFC27,N2,375,375,100.00
20,132,812REC27,NI,10450,8000,76.56
20,133,813GS2045,GS,1,1,100.00
20,134,828GS2027,GS,1965,1965,100.00
20,135,829PFL29,N6,54,54,100.00
20,136,82HUDCO27,N2,502,502,100.00
20,137,82IGT31,NJ,309,230,74.43
20,138,830NHAI27,N2,666,478,71.77
20,139,833GS2026,GS,10,5,50.00
20,140,842IIFL26,NL,239,239,100.00
20,141,84TCHF28,NA,899,899,100.00
20,142,850CIFCL26,NE,15,15,100.00
20,143,85CIFC27,NL,65,65,100.00
20,144,85PFL26A,N7,25,25,100.00
20,145,863IRFC29,NC,60,50,83.33
20,146,865IFL28,NZ,25,25,100.00
20,147,865IHFL27,N1,400,400,100.00
20,148,865IIFL28,NS,285,235,82.46
20,149,865IRFC29,NA,505,505,100.00
20,150,865LTF26,NN,13,13,100.00
