Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,10022026,1811963643,0003146
Trade Date <10-FEB-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,526,346,65.78
20,2,1015ECL29,NR,511,511,100.00
20,3,1015SCL28B,AZ,10,10,100.00
20,4,1015UCL27,NF,36,36,100.00
20,5,1018GS2026,GS,1,1,100.00
20,6,1025SCL34B,N1,20,20,100.00
20,7,1035UCL26,NA,10,5,50.00
20,8,1039UCL26,NE,5,5,100.00
20,9,1040UCL27B,N1,1,1,100.00
20,10,1050UCL28,NH,30,30,100.00
20,11,105IIFL29,N7,274,274,100.00
20,12,105UCL2026,NB,15,15,100.00
20,13,1060ECL29,NS,250,250,100.00
20,14,1065NFL27,NC,48,45,93.75
20,15,1075SCL34,ZR,1,1,100.00
20,16,1090NFL26,NB,10,10,100.00
20,17,10CAGL27,N5,82,82,100.00
20,18,10IIFL28,N4,367,367,100.00
20,19,10ISFL26,N3,730,730,100.00
20,20,10NIDO26,N6,182,182,100.00
20,21,10UCL26,ND,23,23,100.00
20,22,1119NFL27,ND,150,150,100.00
20,23,111ESFB31,N0,8,8,100.00
20,24,115VCCL28,N0,35,35,100.00
20,25,11VCCL27,N0,2,2,100.00
20,26,125VCCL31,N0,33,33,100.00
20,27,12AFIL27,N0,34,34,100.00
20,28,12AFIL27A,N0,20,20,100.00
20,29,12AFIL28,N0,4,4,100.00
20,30,12VCCL27,N0,2,2,100.00
20,31,12VCCL27A,N0,1,1,100.00
20,32,12VCCL29B,N0,1,1,100.00
20,33,182D060826,TB,40000,40000,100.00
20,34,20MICRONS,EQ,56973,30832,54.12
20,35,21STCENMGM,EQ,1326,1218,91.86
20,36,360ONE,EQ,1057832,371129,35.08
20,37,364D231026,TB,1700,1700,100.00
20,38,364D251226,TB,100,100,100.00
20,39,3IINFOLTD,EQ,552473,312459,56.56
20,40,3MINDIA,EQ,11004,4644,42.20
20,41,3PLAND,EQ,2747,2501,91.04
20,42,5PAISA,EQ,31824,14185,44.57
20,43,601GS2030,GS,10650,10650,100.00
20,44,633GS2035,GS,408,408,100.00
20,45,63MOONS,EQ,218085,99738,45.73
20,46,648GS2035,GS,4100,4100,100.00
20,47,664GS2027,GS,175100,175100,100.00
20,48,667GS2035,GS,6440,6440,100.00
20,49,667GS2050,GS,2485,2485,100.00
20,50,668GS2040,GS,400,400,100.00
20,51,675GS2029,GS,55,55,100.00
20,52,676GS2061,GS,16349,16349,100.00
20,53,679GS2034,GS,13450,13450,100.00
20,54,68GS2060,GS,296,148,50.00
20,55,690GS2065,GS,17188,14550,84.65
20,56,692GS2039,GS,100,100,100.00
20,57,693GJ31A,SG,4000,4000,100.00
20,58,695GS2061,GS,56,51,91.07
20,59,699GS2051,GS,750,750,100.00
20,60,702GS2027,GS,10100,10100,100.00
20,61,704GS2029,GS,200,100,50.00
20,62,706GS2028,GS,4000,4000,100.00
20,63,709GS2054,GS,80199,78824,98.29
20,64,709GS2074,GS,324324,324324,100.00
20,65,716GS2050,GS,16,16,100.00
20,66,717GS2028,GS,600,600,100.00
20,67,717GS2030,GS,500,500,100.00
20,68,718GS2033,GS,18900,18800,99.47
20,69,718GS2037,GS,503722,503682,99.99
20,70,719GS2060,GS,8790,8790,100.00
20,71,724GS2055,GS,714,714,100.00
20,72,725GS2063,GS,639019,638017,99.84
20,73,726GS2032,GS,22020,22010,99.95
20,74,726GS2033,GS,5120,5120,100.00
20,75,727GS2026,GS,87,87,100.00
20,76,728NTPC30B,N9,90,90,100.00
20,77,729IRFC26,NN,1,1,100.00
20,78,730PFCL41,NC,148,138,93.24
20,79,732GS2030,GS,2100,2100,100.00
20,80,733GS2026,GS,3500,3500,100.00
20,81,734GS2064,GS,445936,283963,63.68
20,82,735TN43,SG,100,100,100.00
20,83,736GS2052,GS,1900,1900,100.00
20,84,737GS2028,GS,3101,3101,100.00
20,85,737NTPC35C,NA,28,28,100.00
20,86,738GS2027,GS,9578,9578,100.00
20,87,738REC27TF,N2,98,98,100.00
20,88,73GS2053,GS,18530,18529,99.99
20,89,741GS2036,GS,1,1,100.00
20,90,743GS2076,GS,2310,2310,100.00
20,91,743REC35,NH,215,215,100.00
20,92,746GS2073,GS,6232,6232,100.00
20,93,74GS2062,GS,2008,2008,100.00
20,94,751HUDCO28,N5,603,603,100.00
