Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,05092025,1520693262,0002829
Trade Date <05-SEP-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,4,4,100.00
20,2,0SCL27,YW,25,25,100.00
20,3,1003ISFL28,N4,920,920,100.00
20,4,1015ECL29,NR,198,198,100.00
20,5,1015SCL29,ZL,10,10,100.00
20,6,1018GS2026,GS,4709,4709,100.00
20,7,1025NFL25,N5,19,19,100.00
20,8,1025SCL34,Z8,5,5,100.00
20,9,1025SCL34A,ZT,120,120,100.00
20,10,1025UCL26A,N1,9,9,100.00
20,11,1030SFIL28,NM,40,40,100.00
20,12,1039UCL26,NE,10,10,100.00
20,13,1040UCL27B,N1,250,151,60.40
20,14,1050ISFL28,N5,9,9,100.00
20,15,105IIFL29,N7,25,25,100.00
20,16,1065NFL27,NC,470,470,100.00
20,17,1075SCL34C,N1,7,7,100.00
20,18,10IIFL28,N4,445,245,55.06
20,19,10IIFL28A,NE,1260,1260,100.00
20,20,10IIFLSF27,NB,10,10,100.00
20,21,10NIDO26,N6,125,125,100.00
20,22,113ESFB31,N0,1,1,100.00
20,23,116VCCL26A,N0,1,1,100.00
20,24,12VCCL29B,N0,2,2,100.00
20,25,12VCCL29C,N0,1,1,100.00
20,26,182D010126,TB,100,100,100.00
20,27,182D131125,TB,100,100,100.00
20,28,182D161025,TB,1500,1500,100.00
20,29,182D231025,TB,100,100,100.00
20,30,182D250925,TB,300,200,66.67
20,31,182D271125,TB,200,200,100.00
20,32,20MICRONS,EQ,102139,50370,49.32
20,33,21STCENMGM,EQ,1595,847,53.10
20,34,360ONE,EQ,311880,141991,45.53
20,35,364D010126,TB,500,500,100.00
20,36,364D020726,TB,1600,1600,100.00
20,37,364D050226,TB,100,100,100.00
20,38,364D100426,TB,100,100,100.00
20,39,364D110925,TB,100,100,100.00
20,40,364D111225,TB,200,200,100.00
20,41,364D120326,TB,100,100,100.00
20,42,364D130826,TB,200,200,100.00
20,43,3IINFOLTD,EQ,169134,96385,56.99
20,44,3MINDIA,EQ,3107,1844,59.35
20,45,3PLAND,EQ,4421,3592,81.25
20,46,563GS2026,GS,3,3,100.00
20,47,577GS2030,GS,1,1,100.00
20,48,5PAISA,EQ,7961,3461,43.47
20,49,601GS2030,GS,700,700,100.00
20,50,628GS2032,GS,602,513,85.22
20,51,633GS2035,GS,600,600,100.00
20,52,63MOONS,EQ,99380,41391,41.65
20,53,654GS2032,GS,2000,2000,100.00
