Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,15052025,1783963014,0002726
Trade Date <15-MAY-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,50,50,100.00
20,2,1003SCL30A,NV,455,455,100.00
20,3,1003SCL31,ZQ,31,31,100.00
20,4,1003SFIL28,NX,2,2,100.00
20,5,1015ECL29,NR,3793,3060,80.67
20,6,1015UCL26,N1,31,27,87.10
20,7,1018GS2026,GS,70,60,85.71
20,8,1030SFIL28,NM,35,35,100.00
20,9,1040NFL26,NA,2,2,100.00
20,10,1040UCL27B,N1,70,35,50.00
20,11,1050NFL26,N7,200,200,100.00
20,12,1050UCL28,NH,372,372,100.00
20,13,1075NFL25,N6,34,24,70.59
20,14,1075SCL34,ZR,7,7,100.00
20,15,10CAGL27,N5,80,80,100.00
20,16,10IIFL28,N4,392,233,59.44
20,17,10IIFL28A,NE,697,697,100.00
20,18,10IIFL29,N6,445,445,100.00
20,19,10NFL25,N9,3001,3001,100.00
20,20,10NIDO26,N6,307,299,97.39
20,21,10UCL26,ND,10,10,100.00
20,22,12VCCL29B,N0,7,7,100.00
20,23,182D050625,TB,200,100,50.00
20,24,182D061125,TB,100,100,100.00
20,25,182D250925,TB,400,400,100.00
20,26,20MICRONS,EQ,47699,22297,46.75
20,27,21STCENMGM,EQ,10169,8027,78.94
20,28,360ONE,EQ,1071460,508190,47.43
20,29,364D070825,TB,600,600,100.00
20,30,364D091025,TB,500,500,100.00
20,31,364D211125,TB,100000,100000,100.00
20,32,364D240426,TB,11200,11200,100.00
20,33,364D240725,TB,2200,2200,100.00
20,34,364D261225,TB,90100,90100,100.00
20,35,364D290525,TB,200,100,50.00
20,36,3IINFOLTD,EQ,2336754,1136650,48.64
20,37,3MINDIA,EQ,15486,13605,87.85
20,38,3PLAND,EQ,9645,5826,60.40
20,39,563GS2026,GS,1,1,100.00
20,40,585GS2030,GS,1000,500,50.00
20,41,5PAISA,EQ,30397,12357,40.65
20,42,63MOONS,EQ,458525,191243,41.71
20,43,664GS2027,GS,3000,3000,100.00
20,44,664GS2035,GS,5,5,100.00
20,45,667GS2035,GS,200,200,100.00
20,46,667GS2050,GS,34,34,100.00
20,47,676GS2061,GS,1859,1859,100.00
20,48,679GS2031,GS,100,100,100.00
20,49,679GS2034,GS,1,1,100.00
