Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,26082025,2579248769,0002799
Trade Date <26-AUG-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,1003SFIL28,NX,40,10,25.00
20,2,1015ECL29,NR,201,201,100.00
20,3,1015SCL29,ZL,100,100,100.00
20,4,1015UCL27,NF,220,220,100.00
20,5,1018GS2026,GS,3938,2000,50.79
20,6,1025NFL25,N5,66,48,72.73
20,7,1025UCL26A,N1,50,50,100.00
20,8,1035UCL26,NA,44,44,100.00
20,9,1039UCL26,NE,53,53,100.00
20,10,1050ISFL28,N5,40,40,100.00
20,11,1050NFL26,N7,126,126,100.00
20,12,1050UCL25,N7,35,35,100.00
20,13,105IIFL29,N7,100,100,100.00
20,14,1065NFL27,NC,150,150,100.00
20,15,1075NFL25,N6,99,99,100.00
20,16,10CAGL27,N5,86,86,100.00
20,17,10IIFL28,N4,332,221,66.57
20,18,10IIFL29,N6,700,700,100.00
20,19,10NFL25,N9,111,111,100.00
20,20,10NIDO26,N6,604,604,100.00
20,21,10UCL26,ND,14,14,100.00
20,22,12VCCL29A,N0,1,1,100.00
20,23,12VCCL29B,N0,4,4,100.00
20,24,12VCCL29C,N0,1,1,100.00
20,25,182D010126,TB,5000,5000,100.00
20,26,182D021025,TB,400,400,100.00
20,27,182D101025,TB,20000,20000,100.00
20,28,182D131125,TB,300,300,100.00
20,29,20MICRONS,EQ,79770,41107,51.53
20,30,21STCENMGM,EQ,7526,4726,62.80
20,31,360ONE,EQ,2422947,1730295,71.41
20,32,364D020726,TB,300,300,100.00
20,33,364D031025,TB,4500,4500,100.00
20,34,364D040925,TB,10000,10000,100.00
20,35,364D041225,TB,800,800,100.00
20,36,364D060826,TB,200,200,100.00
20,37,3IINFOLTD,EQ,113007,69121,61.17
20,38,3MINDIA,EQ,4152,2879,69.34
20,39,3PLAND,EQ,4467,3309,74.08
20,40,574GS2026,GS,1000,1000,100.00
20,41,585GS2030,GS,40,40,100.00
20,42,591GS2028,GS,1499,1499,100.00
20,43,5PAISA,EQ,17093,9407,55.03
20,44,601GS2030,GS,21,21,100.00
20,45,610GS2031,GS,700,700,100.00
20,46,619GS2034,GS,240,240,100.00
20,47,622GS2035,GS,36,36,100.00
20,48,633GS2035,GS,700,700,100.00
20,49,63MOONS,EQ,80616,41855,51.92
20,50,654GS2032,GS,29969,29969,100.00
20,51,667GS2035,GS,2000,2000,100.00
20,52,667GS2050,GS,1,1,100.00
20,53,668GS2040,GS,200,200,100.00
20,54,675GS2029,GS,1201,1200,99.92
20,55,690GS2065,GS,36324,36224,99.72
20,56,692GS2039,GS,300,300,100.00
20,57,702GS2027,GS,201,201,100.00
20,58,702GS2031,GS,265,265,100.00
20,59,704GS2029,GS,7000,7000,100.00
20,60,706GS2028,GS,17901,15045,84.05
20,61,709GS2054,GS,58634,56215,95.87
20,62,709GS2074,GS,167012,166986,99.98
20,63,710GS2029,GS,5660,5660,100.00
20,64,714NHAI26,N7,500,500,100.00
20,65,716GS2050,GS,50,50,100.00
20,66,717GS2030,GS,16350,16350,100.00
20,67,718GS2033,GS,1000,1000,100.00
20,68,718GS2037,GS,3000,3000,100.00
20,69,719GS2060,GS,7,7,100.00
20,70,723GS2039,GS,1741,1741,100.00
20,71,724GS2055,GS,2000,2000,100.00
20,72,725GS2063,GS,117460,117035,99.64
20,73,726GS2033,GS,8771,7800,88.93
20,74,727GS2026,GS,3665,3665,100.00
20,75,729IRFC26,NN,500,500,100.00
20,76,732GS2030,GS,100,100,100.00
20,77,733GS2026,GS,21103,21103,100.00
20,78,734GS2064,GS,18047,18047,100.00
20,79,736GS2052,GS,1,1,100.00
20,80,737GS2028,GS,1658,1658,100.00
20,81,738GS2027,GS,109604,109603,100.00
20,82,739NHAI26,N8,5,5,100.00
20,83,73GS2053,GS,102,100,98.04
20,84,741GS2036,GS,8401,8401,100.00
20,85,743PN48,SG,300,300,100.00
20,86,746GS2073,GS,27078,27078,100.00
20,87,748MH35,SG,200,200,100.00
20,88,74GS2062,GS,6571,5571,84.78
20,89,751HUDCO28,N5,5,5,100.00
20,90,753IRFC30,NJ,1,1,100.00
20,91,754GS2036,GS,383268,374400,97.69
20,92,759GS2026,GS,7,7,100.00
20,93,759RJ46,SG,200,200,100.00
20,94,75GS2034,GS,2885,2885,100.00
20,95,762NTPC35F,ND,101,100,99.01
20,96,763GS2059,GS,101,101,100.00
20,97,764HUDCO31,N8,1,1,100.00
20,98,764IRFC31,NO,442,442,100.00
20,99,764NABAR31,N2,4916,4310,87.67
20,100,765AS32,SG,400,400,100.00
20,101,767AP38,SG,100,100,100.00
20,102,769NHAI31,NE,1,1,100.00
20,103,76NHAI31,NA,172,147,85.47
20,104,774IREDA31,N7,505,505,100.00
20,105,774RJ49,SG,200,200,100.00
20,106,79IGT28,NF,75,75,100.00
20,107,79NHIT35,N1,2,2,100.00
20,108,79NHIT47,N3,59,59,100.00
20,109,810IRFC27,N2,923,923,100.00
20,110,813GS2045,GS,301,201,66.78
20,111,820IIFL27,N9,200,200,100.00
20,112,824GS2027,GS,500,500,100.00
20,113,82HUDCO27,N2,95,95,100.00
20,114,82IGT31,NJ,27,21,77.78
20,115,830NHAI27,N2,262,150,57.25
20,116,830PFCL27,N5,15,5,33.33
20,117,832GS2032,GS,404,404,100.00
