Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,20062025,2184066601,0002671
Trade Date <20-JUN-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL26,N1,2,2,100.00
20,2,1003ISFL28,N4,433,433,100.00
20,3,1018GS2026,GS,241,240,99.59
20,4,1025SCL34A,ZT,5,5,100.00
20,5,1035UCL26,NA,40,40,100.00
20,6,1040NFL26,NA,563,561,99.64
20,7,1050ISFL28,N5,281,231,82.21
20,8,1050NFL26,N7,1,1,100.00
20,9,105IIFL29,N7,181,181,100.00
20,10,1060ECL29,NS,4,4,100.00
20,11,1065NFL27,NC,8,8,100.00
20,12,1075UCL25,N9,18,18,100.00
20,13,10IFSL26,N7,112,112,100.00
20,14,10IIFL28,N4,410,410,100.00
20,15,10IIFL29,N6,501,501,100.00
20,16,10NFL25,N9,9,9,100.00
20,17,10NIDO26,N6,1535,1525,99.35
20,18,20MICRONS,EQ,98100,50062,51.03
20,19,21STCENMGM,EQ,3861,2737,70.89
20,20,360ONE,EQ,659293,381588,57.88
20,21,364D150126,TB,200,200,100.00
20,22,364D161025,TB,3000,3000,100.00
20,23,364D180725,TB,100,100,100.00
20,24,3IINFOLTD,EQ,419353,190618,45.46
20,25,3MINDIA,EQ,4717,2862,60.67
20,26,3PLAND,EQ,3655,2069,56.61
20,27,563GS2026,GS,1,1,100.00
20,28,5PAISA,EQ,19699,8540,43.35
20,29,633GS2035,GS,200,200,100.00
20,30,63MOONS,EQ,211402,83060,39.29
20,31,654GS2032,GS,1,1,100.00
20,32,664GS2027,GS,1,1,100.00
20,33,664GS2035,GS,2000,1000,50.00
20,34,667GS2035,GS,2,0,0.00
20,35,675GS2029,GS,54171,54071,99.82
20,36,676GS2061,GS,8001,8001,100.00
20,37,679GS2031,GS,75200,75200,100.00
20,38,679GS2034A,GS,1000,1000,100.00
20,39,690GS2065,GS,14008,14008,100.00
20,40,692GS2039,GS,200,200,100.00
20,41,695GS2061,GS,16,16,100.00
20,42,699GS2026,GS,6530,6530,100.00
20,43,699GS2051,GS,11668,10057,86.19
20,44,702GS2031,GS,2000,2000,100.00
20,45,704GS2029,GS,150,150,100.00
20,46,704IRFC26,NL,50,50,100.00
20,47,709GS2054,GS,2000,2000,100.00
20,48,709GS2074,GS,16369,13758,84.05
20,49,710GS2029,GS,4400,4101,93.20
20,50,717GS2028,GS,391,196,50.13
20,51,717GS2030,GS,1000,1000,100.00
20,52,718GS2037,GS,66505,59505,89.47
20,53,725GS2063,GS,7440,7440,100.00
20,54,726GS2032,GS,18435,18431,99.98
20,55,727GS2026,GS,21,21,100.00
20,56,732GS2030,GS,600,600,100.00
20,57,733GS2026,GS,399,399,100.00
20,58,734GS2064,GS,118230,108130,91.46
20,59,734IRFC28,N4,3000,3000,100.00
20,60,736PFCL28,N2,100,100,100.00
20,61,737GS2028,GS,1000,1000,100.00
20,62,737NTPC35C,NA,80,80,100.00
20,63,738GS2027,GS,961949,935422,97.24
20,64,739NHAI26,N8,1493,1493,100.00
20,65,739NHAI31A,ND,3000,3000,100.00
20,66,73GS2053,GS,3252,3252,100.00
20,67,741GS2036,GS,14412,11412,79.18
20,68,742HP38,SG,100,100,100.00
20,69,743REC35,NH,90,90,100.00
20,70,745AP38,SG,100,100,100.00
20,71,746GS2073,GS,30174,29073,96.35
20,72,750IRFC35,NK,11,11,100.00
20,73,751HUDCO28,N5,10,10,100.00
20,74,753IRFC30,NJ,4310,4310,100.00
20,75,754GS2036,GS,370799,365009,98.44
20,76,760PFCL35,N3,278,278,100.00
20,77,762PN38,SG,1000,1000,100.00
20,78,764HUDCO31,N8,1,1,100.00
20,79,764IRFC31,NO,500,500,100.00
20,80,764KA39,SG,100,100,100.00
20,81,764NABAR31,N2,361,361,100.00
20,82,769HUDCO31,N9,1493,1142,76.49
20,83,769NHAI31,NE,2039,2039,100.00
20,84,76IGT26,ND,400,400,100.00
20,85,76JK53A,SG,200,200,100.00
20,86,76NHAI31,NA,100,100,100.00
20,87,797IGT31,NL,4,4,100.00
20,88,79IGT28,NF,399,200,50.13
20,89,79NHIT35,N1,594,479,80.64
20,90,79NHIT40,N2,20,20,100.00
20,91,79NHIT47,N3,931,931,100.00
20,92,810IRFC27,N2,100,100,100.00
20,93,812REC27,NI,255,255,100.00
20,94,81TCHF28,N8,30,30,100.00
20,95,820IIFL27,N9,200,200,100.00
20,96,824GS2027,GS,100,100,100.00
20,97,82IGT31,NJ,235,235,100.00
20,98,830NHAI27,N2,287,287,100.00
20,99,830PFCL27,N5,3377,3377,100.00
20,100,842IIFL26,NL,274,274,100.00
20,101,843IHFL29,NC,90,90,100.00
20,102,865IFL28,NZ,320,320,100.00
20,103,865IIFL28,NS,1155,1155,100.00
20,104,865IRFC29,NA,813,813,100.00
20,105,865LTF26,NN,100,100,100.00
20,106,865NHB34,N4,19,19,100.00
20,107,865TCAPS27,N8,51,50,98.04
20,108,86GS2028,GS,10,10,100.00
20,109,871REC28,N9,693,693,100.00
20,110,875IIFL26,NM,201,201,100.00
20,111,875NHAI29,N6,385,385,100.00
20,112,875SFL27,ZF,5,5,100.00
20,113,885SCL26,N9,34,34,100.00
20,114,885TCAPS29,NC,40,20,50.00
20,115,888REC29,NF,1900,1100,57.89
20,116,890NHB34,N7,94,94,100.00
20,117,891IIFCL34,N4,220,220,100.00
20,118,892PFCL33,N8,348,348,100.00
20,119,897MOFSL29,N4,100,100,100.00
20,120,901HUDCO34,NE,1638,1627,99.33
20,121,901NHB34,N6,31,31,100.00
20,122,903SFL28,YI,550,550,100.00
20,123,905LTF27,NF,477,475,99.58
20,124,910CAGL25,N7,53,53,100.00
20,125,915SCL26,NE,680,680,100.00
20,126,91D010825,TB,4600,4600,100.00
20,127,91D030725,TB,100,100,100.00
20,128,91D070825,TB,200,200,100.00
20,129,91D110725,TB,200,200,100.00
20,130,91D110925,TB,900,900,100.00
20,131,91D140825,TB,500,400,80.00
