Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,14082025,1295466947,0002743
Trade Date <14-AUG-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0SCL26,YR,20,20,100.00
20,2,1003ISFL28,N4,20,20,100.00
20,3,1003SFIL28,NX,63,5,7.94
20,4,1015ECL29,NR,86,78,90.70
20,5,1015SCL29,ZL,103,100,97.09
20,6,1025SCL34B,N1,15,15,100.00
20,7,1039UCL26,NE,5,5,100.00
20,8,1040NFL26,NA,59,59,100.00
20,9,1050ISFL28,N5,130,130,100.00
20,10,1050NFL26,N7,500,500,100.00
20,11,1060ECL29,NS,239,239,100.00
20,12,1075NFL25,N6,85,85,100.00
20,13,10IIFL28,N4,159,135,84.91
20,14,10IIFL28A,NE,5,5,100.00
20,15,10NFL25,N9,1,1,100.00
20,16,10NIDO26,N6,301,301,100.00
20,17,10UCL26,ND,110,110,100.00
20,18,1119NFL27,ND,66,16,24.24
20,19,12VCCL27B,N0,3,3,100.00
20,20,12VCCL29C,N0,4,4,100.00
20,21,182D061125,TB,100,100,100.00
20,22,182D220126,TB,100,100,100.00
20,23,20MICRONS,EQ,57648,29722,51.56
20,24,21STCENMGM,EQ,3611,2889,80.01
20,25,360ONE,EQ,583115,346062,59.35
20,26,364D040925,TB,200,200,100.00
20,27,364D041225,TB,400,400,100.00
20,28,364D210825,TB,35000,35000,100.00
20,29,364D280825,TB,12000,9000,75.00
20,30,3IINFOLTD,EQ,248677,135733,54.58
20,31,3MINDIA,EQ,4228,2363,55.89
20,32,3PLAND,EQ,20128,8985,44.64
20,33,515GS2025,GS,10,0,0.00
20,34,563GS2026,GS,3,3,100.00
20,35,5PAISA,EQ,16933,8047,47.52
20,36,610GS2031,GS,16,16,100.00
20,37,622GS2035,GS,150,150,100.00
20,38,628GS2032,GS,15,15,100.00
20,39,63MOONS,EQ,85016,45752,53.82
20,40,654GS2032,GS,9000,9000,100.00
20,41,664GS2027,GS,100,100,100.00
20,42,664GS2035,GS,1737,1737,100.00
20,43,667GS2050,GS,1,1,100.00
20,44,676GS2061,GS,12773,11773,92.17
20,45,679GS2031,GS,140,140,100.00
20,46,679GS2034,GS,224,224,100.00
20,47,690GS2065,GS,476,476,100.00
20,48,694MH31,SG,100,100,100.00
20,49,697GR2034,GS,49,49,100.00
20,50,702GS2027,GS,1050,1050,100.00
20,51,704GS2029,GS,100,100,100.00
20,52,706GS2028,GS,5948,5948,100.00
20,53,709GS2054,GS,42287,42287,100.00
20,54,709GS2074,GS,73636,68638,93.21
20,55,710GS2029,GS,66,65,98.48
20,56,717GS2030,GS,11931,11930,99.99
20,57,718GS2037,GS,7800,7800,100.00
20,58,719GS2060,GS,1,1,100.00
20,59,725GS2063,GS,183447,182947,99.73
20,60,726GS2033,GS,100,100,100.00
20,61,729IRFC26,NN,100,100,100.00
20,62,732GS2030,GS,200,200,100.00
20,63,732IRFC25,NI,50,50,100.00
20,64,733GS2026,GS,100,100,100.00
20,65,734GS2064,GS,67519,67519,100.00
20,66,735NABAR31,N1,1000,1000,100.00
20,67,735NHAI31,N9,2750,2000,72.73
20,68,736NTPC25D,NB,2,2,100.00
20,69,737GS2028,GS,5600,5400,96.43
20,70,738GS2027,GS,33835,33365,98.61
20,71,739NHAI26,N8,1,1,100.00
20,72,73GS2053,GS,1002,1001,99.90
20,73,741GS2036,GS,4950,4950,100.00
20,74,744TS39A,SG,200,200,100.00
20,75,746GS2073,GS,11436,11436,100.00
20,76,74GS2035,GS,50,50,100.00
20,77,74GS2062,GS,3761,1795,47.73
20,78,750IRFC35,NK,15,15,100.00
20,79,751HUDCO28,N5,21,21,100.00
20,80,753IRFC30,NJ,2088,2088,100.00
20,81,754GS2036,GS,437333,422910,96.70
20,82,75AP28,SG,300,300,100.00
20,83,762NTPC35F,ND,41,41,100.00
20,84,764HUDCO31,N8,159,159,100.00
20,85,764IRFC31,NO,2308,2308,100.00
20,86,764NABAR31,N2,2559,1875,73.27
20,87,765TS39,SG,100,100,100.00
20,88,768KA37,SG,100,100,100.00
20,89,769NHAI31,NE,2010,2000,99.50
20,90,76NHAI31,NA,1090,1089,99.91
20,91,774MZ33,SG,500,500,100.00
20,92,797IGT31,NL,100,100,100.00
20,93,79NHIT35,N1,4869,4869,100.00
20,94,79NHIT47,N3,15,15,100.00
20,95,810IRFC27,N2,1000,1000,100.00
20,96,812REC27,NI,200,100,50.00
20,97,81TCHF28,N8,34,34,100.00
20,98,820IIFL27,N9,80,80,100.00
20,99,82HUDCO27,N2,200,200,100.00
20,100,830NHAI27,N2,3369,2195,65.15
20,101,830PFCL27,N5,237,237,100.00
20,102,832GS2032,GS,500,500,100.00
20,103,83GS2042,GS,900,900,100.00
20,104,840CIFCL28,N4,225,225,100.00
20,105,842IIFL26,NL,220,220,100.00
20,106,865IRFC29,NA,438,438,100.00
20,107,865LTF26,NN,486,485,99.79
20,108,865SCL27,N4,35,20,57.14
20,109,865TCAPS27,N8,317,287,90.54
20,110,86GS2028,GS,478,478,100.00
20,111,871REC28,N9,250,250,100.00
20,112,875IHFL29,ND,200,200,100.00
20,113,875IIFL26,NM,19,10,52.63
20,114,875NHAI29,N6,2101,2000,95.19
20,115,875SCL23A,YI,33,32,96.97
20,116,875SFL27,ZF,30,30,100.00
20,117,876HUDCO28,ND,120,120,100.00
20,118,885AEL28,NB,849,849,100.00
20,119,885MOFSL26,N0,75,75,100.00
20,120,885TCAPS29,NC,35,35,100.00
20,121,888ERFL28,N5,2507,2507,100.00
20,122,888IRFC29,NE,100,100,100.00
20,123,888REC29,NF,580,580,100.00
20,124,891IIFCL34,N4,100,100,100.00
20,125,891NTPC33,N6,25,25,100.00
20,126,892NHPC33,N6,150,150,100.00
20,127,892PFCL33,N8,30,30,100.00
20,128,893NHB29,N6,6,6,100.00
20,129,894SCL25,Z3,5,5,100.00
20,130,895AEL27,N9,21,21,100.00
20,131,897MOFSL29,N4,478,478,100.00
20,132,898LTF29,N7,6,6,100.00
20,133,901HUDCO34,NE,901,534,59.27
20,134,905LTF27,NF,31,31,100.00
20,135,905PEL26,N1,120,65,54.17
20,136,910CAGL25,N7,5,5,100.00
20,137,910TCAP28,NA,1,1,100.00
20,138,915SCL26,NE,300,300,100.00
20,139,91D110925,TB,600,300,50.00
20,140,91D161025,TB,400,300,75.00
20,141,91D250925,TB,500,500,100.00
20,142,920PEL28,N2,85,80,94.12
20,143,925CAGL26,N9,37,37,100.00
20,144,925ERFL28,N6,50,50,100.00
20,145,925SCL2028,N8,20,10,50.00
20,146,92GS2030,GS,7960,7960,100.00
20,147,930AEL30,NF,1780,1696,95.28
20,148,930APMD28,N0,1,1,100.00
20,149,930APMD29,N0,30,30,100.00
20,150,930APMD31,N0,2,2,100.00
20,151,930APMD32,N0,13,13,100.00
20,152,930APMD33,N0,1,1,100.00
20,153,930APMD34,N0,10,10,100.00
20,154,930SFL28,YP,50,50,100.00
20,155,931SFL26,Z5,103,103,100.00
20,156,932AEL27,N3,10,10,100.00
20,157,935LTF29,N5,37,37,100.00
20,158,935PEL33,N3,10,10,100.00
20,159,935TSI29,N0,1,1,100.00
